seq,timestamp,heart_rate,label
157,1770749718.7026668,117,ALERT
158,1770749718.722827,127,CRITICAL
159,1770749718.742721,127,CRITICAL
160,1770749718.7642758,117,ALERT
161,1770749718.7892466,120,ALERT
162,1770749718.812384,125,CRITICAL
163,1770749718.8354862,121,CRITICAL
164,1770749718.8564298,124,CRITICAL
165,1770749718.883068,121,CRITICAL
166,1770749718.9085438,122,CRITICAL
167,1770749718.9305475,124,CRITICAL
168,1770749718.9539664,119,ALERT
169,1770749718.974075,111,ALERT
170,1770749718.996156,117,ALERT
171,1770749719.0149446,123,CRITICAL
172,1770749719.0359883,112,ALERT
173,1770749719.055951,127,CRITICAL
174,1770749719.0758002,120,ALERT
175,1770749719.093375,130,CRITICAL
176,1770749719.1132085,113,ALERT
177,1770749719.1344724,120,ALERT
178,1770749719.1561277,128,CRITICAL
179,1770749719.1728425,124,CRITICAL
180,1770749719.1926882,114,ALERT
181,1770749719.2118897,115,ALERT
182,1770749719.2329493,119,ALERT
183,1770749719.2539406,111,ALERT
184,1770749719.2753534,111,ALERT
185,1770749719.2996314,124,CRITICAL
186,1770749719.3241086,124,CRITICAL
187,1770749719.3451774,127,CRITICAL
188,1770749719.3655143,122,CRITICAL
189,1770749719.3906417,114,ALERT
190,1770749719.4137175,127,CRITICAL
191,1770749719.4372199,127,CRITICAL
192,1770749719.459707,118,ALERT
193,1770749719.4798584,125,CRITICAL
194,1770749719.5015337,125,CRITICAL
195,1770749719.5227065,114,ALERT
196,1770749719.5443008,127,CRITICAL
197,1770749719.562739,114,ALERT
198,1770749719.5867856,112,ALERT
199,1770749719.6078966,124,CRITICAL
200,1770749719.6317635,128,CRITICAL
201,1770749719.654671,118,ALERT
202,1770749719.6755545,118,ALERT
203,1770749719.6961026,128,CRITICAL
204,1770749719.7208724,116,ALERT
205,1770749719.7419276,121,CRITICAL
206,1770749719.763918,112,ALERT
207,1770749719.786602,111,ALERT
208,1770749719.810615,121,CRITICAL
209,1770749719.835475,119,ALERT
210,1770749719.8588538,118,ALERT
211,1770749719.8839414,116,ALERT
212,1770749719.9063728,124,CRITICAL
213,1770749719.925359,126,CRITICAL
214,1770749719.9416835,120,ALERT
215,1770749719.9643466,116,ALERT
216,1770749719.985129,127,CRITICAL
217,1770749720.0097039,121,CRITICAL
218,1770749720.0325222,127,CRITICAL
219,1770749720.0519717,110,ALERT
220,1770749720.0709867,126,CRITICAL
221,1770749720.0892344,123,CRITICAL
222,1770749720.1066668,121,CRITICAL
223,1770749720.1254795,112,ALERT
224,1770749720.1444316,130,CRITICAL
225,1770749720.164604,122,CRITICAL
226,1770749720.1844337,114,ALERT
227,1770749720.2063787,126,CRITICAL
228,1770749720.2271137,123,CRITICAL
229,1770749720.2486794,111,ALERT
230,1770749720.2727485,113,ALERT
231,1770749720.291613,122,CRITICAL
232,1770749720.3101988,124,CRITICAL
233,1770749720.3305557,115,ALERT
234,1770749720.3541355,129,CRITICAL
235,1770749720.377209,60,NORMAL
236,1770749720.4012363,66,NORMAL
237,1770749720.4254265,79,NORMAL
238,1770749720.4506936,82,NORMAL
239,1770749720.4744854,65,NORMAL
240,1770749720.4988515,85,NORMAL
241,1770749720.5241704,78,NORMAL
242,1770749720.549222,84,NORMAL
243,1770749720.5747335,76,NORMAL
244,1770749720.5972686,65,NORMAL
245,1770749720.6172044,90,NORMAL
246,1770749720.63715,80,NORMAL
247,1770749720.6569312,63,NORMAL
248,1770749720.6786695,82,NORMAL
249,1770749720.697788,72,NORMAL
250,1770749720.718424,121,CRITICAL
251,1770749720.7383192,112,ALERT
252,1770749720.7555463,125,CRITICAL
253,1770749720.7787042,113,ALERT
254,1770749720.7986772,119,ALERT
255,1770749720.8202236,114,ALERT
256,1770749720.841738,120,ALERT
257,1770749720.8603272,128,CRITICAL
258,1770749720.8827832,121,CRITICAL
259,1770749720.9047132,111,ALERT
260,1770749720.9336193,112,ALERT
261,1770749720.9668748,125,CRITICAL
262,1770749720.9993985,116,ALERT
263,1770749721.0308726,112,ALERT
264,1770749721.0540938,119,ALERT
265,1770749721.081556,121,CRITICAL
266,1770749721.10923,127,CRITICAL
267,1770749721.1346834,110,ALERT
268,1770749721.1608787,130,CRITICAL
269,1770749721.1816106,126,CRITICAL
270,1770749721.2090719,123,CRITICAL
271,1770749721.232463,119,ALERT
272,1770749721.2652354,110,ALERT
273,1770749721.2939272,127,CRITICAL
274,1770749721.326335,113,ALERT
275,1770749721.3569963,129,CRITICAL
276,1770749721.382455,120,ALERT
277,1770749721.4107585,127,CRITICAL
278,1770749721.443389,129,CRITICAL
279,1770749721.4770744,110,ALERT
280,1770749721.5065498,130,CRITICAL
281,1770749721.533997,129,CRITICAL
282,1770749721.5576682,110,ALERT
283,1770749721.5821042,124,CRITICAL
284,1770749721.5989845,116,ALERT
285,1770749721.6146913,116,ALERT
286,1770749721.6324506,114,ALERT
287,1770749721.651274,121,CRITICAL
288,1770749721.6750343,129,CRITICAL
289,1770749721.6995845,115,ALERT
290,1770749721.72322,129,CRITICAL
291,1770749721.748973,123,CRITICAL
292,1770749721.7736528,120,ALERT
293,1770749721.7968855,113,ALERT
294,1770749721.821095,120,ALERT
295,1770749721.8438182,130,CRITICAL
296,1770749721.8685138,110,ALERT
297,1770749721.895081,120,ALERT
298,1770749721.9192712,115,ALERT
299,1770749721.9409413,119,ALERT
300,1770749721.9642806,111,ALERT
301,1770749721.9865746,120,ALERT
302,1770749722.0126965,117,ALERT
303,1770749722.0377498,125,CRITICAL
304,1770749722.0633814,130,CRITICAL
305,1770749722.0906186,129,CRITICAL
306,1770749722.118307,119,ALERT
307,1770749722.1457374,127,CRITICAL
308,1770749722.1684325,117,ALERT
309,1770749722.1955433,125,CRITICAL
310,1770749722.2223678,130,CRITICAL
311,1770749722.2476883,112,ALERT
312,1770749722.2702296,113,ALERT
313,1770749722.2927163,114,ALERT
314,1770749722.3179429,110,ALERT
315,1770749722.3372912,127,CRITICAL
316,1770749722.3615675,123,CRITICAL
317,1770749722.3796794,125,CRITICAL
318,1770749722.40502,114,ALERT
319,1770749722.430718,129,CRITICAL
320,1770749722.450422,111,ALERT
321,1770749722.4697857,130,CRITICAL
322,1770749722.4928396,125,CRITICAL
323,1770749722.5165937,111,ALERT
324,1770749722.5368044,129,CRITICAL
325,1770749722.5586896,123,CRITICAL
326,1770749722.578702,112,ALERT
327,1770749722.5981593,121,CRITICAL
328,1770749722.6182265,119,ALERT
329,1770749722.640264,125,CRITICAL
330,1770749722.6632824,125,CRITICAL
331,1770749722.6838121,130,CRITICAL
332,1770749722.7040513,123,CRITICAL
333,1770749722.725097,116,ALERT
334,1770749722.7491906,124,CRITICAL
335,1770749722.772296,123,CRITICAL
336,1770749722.792858,128,CRITICAL
337,1770749722.8103242,121,CRITICAL
338,1770749722.8290884,112,ALERT
339,1770749722.8491752,130,CRITICAL
340,1770749722.8703232,120,ALERT
341,1770749722.890077,116,ALERT
342,1770749722.9058723,130,CRITICAL
343,1770749722.9282267,112,ALERT
344,1770749722.9531865,115,ALERT
345,1770749722.9794862,128,CRITICAL
346,1770749723.002434,121,CRITICAL
347,1770749723.0250454,118,ALERT
348,1770749723.050021,115,ALERT
349,1770749723.073496,123,CRITICAL
350,1770749723.0989897,123,CRITICAL
351,1770749723.1247118,121,CRITICAL
352,1770749723.1478398,128,CRITICAL
353,1770749723.172454,130,CRITICAL
354,1770749723.1953423,115,ALERT
355,1770749723.2170959,113,ALERT
356,1770749723.239792,111,ALERT
357,1770749723.2619197,126,CRITICAL
358,1770749723.2867413,129,CRITICAL
359,1770749723.308945,110,ALERT
360,1770749723.3347018,113,ALERT
361,1770749723.3586888,110,ALERT
362,1770749723.3784356,119,ALERT
363,1770749723.4011056,123,CRITICAL
364,1770749723.4227748,112,ALERT
365,1770749723.446584,123,CRITICAL
366,1770749723.4731417,116,ALERT
367,1770749723.4983187,125,CRITICAL
368,1770749723.52292,123,CRITICAL
369,1770749723.5443711,115,ALERT
370,1770749723.5647206,128,CRITICAL
371,1770749723.5905628,117,ALERT
372,1770749723.615784,110,ALERT
373,1770749723.6413743,127,CRITICAL
374,1770749723.6639373,130,CRITICAL
375,1770749723.6878357,119,ALERT
376,1770749723.7105286,116,ALERT
377,1770749723.7286227,125,CRITICAL
378,1770749723.7503984,117,ALERT
379,1770749723.7684805,130,CRITICAL
380,1770749723.7896967,114,ALERT
381,1770749723.8119125,123,CRITICAL
382,1770749723.836521,112,ALERT
383,1770749723.8588088,120,ALERT
384,1770749723.8816688,114,ALERT
385,1770749723.9002106,118,ALERT
386,1770749723.9206247,119,ALERT
387,1770749723.939679,119,ALERT
388,1770749723.9628508,118,ALERT
389,1770749723.983232,128,CRITICAL
390,1770749724.0034473,114,ALERT
391,1770749724.0227103,114,ALERT
392,1770749724.0422604,125,CRITICAL
393,1770749724.0904655,119,ALERT
394,1770749724.1397903,115,ALERT
395,1770749724.1627753,123,CRITICAL
396,1770749724.1878386,130,CRITICAL
397,1770749724.2107737,116,ALERT
398,1770749724.232573,122,CRITICAL
399,1770749724.2573483,114,ALERT
400,1770749724.283172,110,ALERT
401,1770749724.306532,122,CRITICAL
402,1770749724.3284447,125,CRITICAL
403,1770749724.3547142,123,CRITICAL
404,1770749724.378848,125,CRITICAL
405,1770749724.4069579,120,ALERT
406,1770749724.4339838,126,CRITICAL
407,1770749724.4585903,125,CRITICAL
408,1770749724.4834871,130,CRITICAL
409,1770749724.5007353,120,ALERT
410,1770749724.5240922,124,CRITICAL
411,1770749724.540756,127,CRITICAL
412,1770749724.5654237,123,CRITICAL
413,1770749724.5894008,120,ALERT
414,1770749724.611684,121,CRITICAL
415,1770749724.632354,120,ALERT
416,1770749724.6513495,112,ALERT
417,1770749724.6731448,112,ALERT
418,1770749724.6949084,113,ALERT
419,1770749724.7181602,119,ALERT
420,1770749724.7419057,113,ALERT
421,1770749724.766217,130,CRITICAL
422,1770749724.788693,124,CRITICAL
423,1770749724.8101463,123,CRITICAL
424,1770749724.8334594,115,ALERT
425,1770749724.8580375,127,CRITICAL
426,1770749724.8811922,120,ALERT
427,1770749724.906231,119,ALERT
428,1770749724.9324114,130,CRITICAL
429,1770749724.9550955,127,CRITICAL
430,1770749724.9771338,112,ALERT
431,1770749725.000778,129,CRITICAL
432,1770749725.0209365,119,ALERT
433,1770749725.0436773,121,CRITICAL
434,1770749725.0588543,129,CRITICAL
435,1770749725.0811934,113,ALERT
436,1770749725.1016085,126,CRITICAL
437,1770749725.1247518,121,CRITICAL
438,1770749725.1506846,116,ALERT
439,1770749725.1753252,111,ALERT
440,1770749725.1966205,117,ALERT
441,1770749725.2188296,113,ALERT
442,1770749725.2439952,127,CRITICAL
443,1770749725.2682784,123,CRITICAL
444,1770749725.2913532,125,CRITICAL
445,1770749725.3131254,121,CRITICAL
446,1770749725.337497,128,CRITICAL
447,1770749725.3623233,112,ALERT
448,1770749725.3829215,113,ALERT
449,1770749725.4072907,116,ALERT
450,1770749725.4286451,113,ALERT
451,1770749725.4515328,129,CRITICAL
452,1770749725.476635,122,CRITICAL
453,1770749725.5017664,129,CRITICAL
454,1770749725.5236228,120,ALERT
455,1770749725.5524879,118,ALERT
456,1770749725.5755394,113,ALERT
457,1770749725.5969756,117,ALERT
458,1770749725.6113222,125,CRITICAL
459,1770749725.631553,122,CRITICAL
460,1770749725.6521072,117,ALERT
461,1770749725.6691682,125,CRITICAL
462,1770749725.6908092,110,ALERT
463,1770749725.710735,123,CRITICAL
464,1770749725.7299335,111,ALERT
465,1770749725.7518866,88,NORMAL
466,1770749725.7760177,69,NORMAL
467,1770749725.8013794,82,NORMAL
468,1770749725.8255682,61,NORMAL
469,1770749725.846507,76,NORMAL
470,1770749725.8705394,81,NORMAL
471,1770749725.8926234,75,NORMAL
472,1770749725.9135473,78,NORMAL
473,1770749725.9347155,123,CRITICAL
474,1770749725.9574294,116,ALERT
475,1770749725.9782202,118,ALERT
476,1770749725.9987028,120,ALERT
477,1770749726.0188773,111,ALERT
478,1770749726.040889,128,CRITICAL
479,1770749726.0622869,121,CRITICAL
480,1770749726.0808995,122,CRITICAL
481,1770749726.1024728,127,CRITICAL
482,1770749726.125016,126,CRITICAL
483,1770749726.144654,118,ALERT
484,1770749726.1664593,127,CRITICAL
485,1770749726.1846979,117,ALERT
486,1770749726.203262,121,CRITICAL
487,1770749726.2254982,129,CRITICAL
488,1770749726.2457607,114,ALERT
489,1770749726.2661808,118,ALERT
490,1770749726.286104,118,ALERT
491,1770749726.3042712,112,ALERT
492,1770749726.3239741,128,CRITICAL
493,1770749726.3427095,118,ALERT
494,1770749726.3650074,117,ALERT
495,1770749726.386677,114,ALERT
496,1770749726.4096692,129,CRITICAL
497,1770749726.426961,111,ALERT
498,1770749726.447487,125,CRITICAL
499,1770749726.469114,116,ALERT
500,1770749726.4888816,129,CRITICAL
501,1770749726.5105083,112,ALERT
502,1770749726.5346417,126,CRITICAL
503,1770749726.558986,118,ALERT
504,1770749726.583721,127,CRITICAL
505,1770749726.6061387,125,CRITICAL
506,1770749726.6315653,115,ALERT
507,1770749726.652907,111,ALERT
508,1770749726.6763697,124,CRITICAL
509,1770749726.6963124,115,ALERT
510,1770749726.7178214,123,CRITICAL
511,1770749726.7339966,126,CRITICAL
512,1770749726.7558935,128,CRITICAL
513,1770749726.7760696,127,CRITICAL
514,1770749726.7949278,114,ALERT
515,1770749726.8144953,129,CRITICAL
516,1770749726.8375783,115,ALERT
517,1770749726.8613036,110,ALERT
518,1770749726.8838055,118,ALERT
519,1770749726.9088058,122,CRITICAL
520,1770749726.9321332,113,ALERT
521,1770749726.9592137,123,CRITICAL
522,1770749726.9853637,122,CRITICAL
523,1770749727.011648,121,CRITICAL
524,1770749727.0373645,116,ALERT
525,1770749727.0636487,113,ALERT
526,1770749727.0908241,111,ALERT
527,1770749727.1135557,111,ALERT
528,1770749727.134885,121,CRITICAL
529,1770749727.16201,115,ALERT
530,1770749727.1817737,116,ALERT
531,1770749727.2037625,110,ALERT
532,1770749727.221081,112,ALERT
533,1770749727.245767,127,CRITICAL
534,1770749727.2694,116,ALERT
535,1770749727.289485,112,ALERT
536,1770749727.3112137,129,CRITICAL
537,1770749727.330698,120,ALERT
538,1770749727.3480256,117,ALERT
539,1770749727.370413,120,ALERT
540,1770749727.394534,126,CRITICAL
541,1770749727.41792,126,CRITICAL
542,1770749727.4374695,129,CRITICAL
543,1770749727.4601195,113,ALERT
544,1770749727.4839947,128,CRITICAL
545,1770749727.5098107,110,ALERT
546,1770749727.5455635,117,ALERT
547,1770749727.5691671,111,ALERT
548,1770749727.5882823,111,ALERT
549,1770749727.6066382,124,CRITICAL
550,1770749727.6250284,121,CRITICAL
551,1770749727.6448438,129,CRITICAL
552,1770749727.6664019,119,ALERT
553,1770749727.6845942,126,CRITICAL
554,1770749727.7046988,114,ALERT
555,1770749727.724486,124,CRITICAL
556,1770749727.7447808,117,ALERT
557,1770749727.7650883,123,CRITICAL
558,1770749727.7861316,116,ALERT
559,1770749727.8060467,117,ALERT
560,1770749727.8241208,125,CRITICAL
561,1770749727.8407736,115,ALERT
562,1770749727.8600287,127,CRITICAL
563,1770749727.8778136,121,CRITICAL
564,1770749727.897687,118,ALERT
565,1770749727.9182932,115,ALERT
566,1770749727.9395108,121,CRITICAL
567,1770749727.9627166,111,ALERT
568,1770749727.9825132,116,ALERT
569,1770749728.0004818,117,ALERT
570,1770749728.023404,116,ALERT
571,1770749728.0410204,130,CRITICAL
572,1770749728.0599823,110,ALERT
573,1770749728.0800478,124,CRITICAL
574,1770749728.0996644,125,CRITICAL
575,1770749728.121362,123,CRITICAL
576,1770749728.1427195,121,CRITICAL
577,1770749728.164528,123,CRITICAL
578,1770749728.1867378,112,ALERT
579,1770749728.2090027,128,CRITICAL
580,1770749728.2301612,124,CRITICAL
581,1770749728.2502434,122,CRITICAL
582,1770749728.2706707,124,CRITICAL
583,1770749728.2904212,121,CRITICAL
584,1770749728.313607,116,ALERT
585,1770749728.336424,110,ALERT
586,1770749728.3586462,112,ALERT
587,1770749728.3786721,127,CRITICAL
588,1770749728.4000564,130,CRITICAL
589,1770749728.4200575,124,CRITICAL
590,1770749728.4422257,128,CRITICAL
591,1770749728.4669292,113,ALERT
592,1770749728.4919178,114,ALERT
593,1770749728.5192702,121,CRITICAL
594,1770749728.5421517,113,ALERT
595,1770749728.5706244,115,ALERT
596,1770749728.59629,113,ALERT
597,1770749728.6252124,121,CRITICAL
598,1770749728.6499262,126,CRITICAL
599,1770749728.673034,111,ALERT
600,1770749728.698759,129,CRITICAL
601,1770749728.7209494,126,CRITICAL
602,1770749728.7452588,112,ALERT
603,1770749728.7704866,125,CRITICAL
604,1770749728.7960627,124,CRITICAL
605,1770749728.82173,118,ALERT
606,1770749728.8506484,126,CRITICAL
607,1770749728.8745255,124,CRITICAL
608,1770749728.9011154,110,ALERT
609,1770749728.9288244,119,ALERT
610,1770749728.9553661,119,ALERT
611,1770749728.9725094,126,CRITICAL
612,1770749728.9918895,129,CRITICAL
613,1770749729.013989,118,ALERT
614,1770749729.0389414,127,CRITICAL
615,1770749729.0642126,113,ALERT
616,1770749729.0868995,117,ALERT
617,1770749729.1122375,123,CRITICAL
618,1770749729.1373067,113,ALERT
619,1770749729.160708,125,CRITICAL
620,1770749729.186761,122,CRITICAL
621,1770749729.2042964,114,ALERT
622,1770749729.2199047,122,CRITICAL
623,1770749729.2444015,112,ALERT
624,1770749729.2690816,115,ALERT
625,1770749729.2926452,121,CRITICAL
626,1770749729.315211,125,CRITICAL
627,1770749729.338069,111,ALERT
628,1770749729.364374,120,ALERT
629,1770749729.3884223,110,ALERT
630,1770749729.407963,128,CRITICAL
631,1770749729.430816,123,CRITICAL
632,1770749729.4545267,116,ALERT
633,1770749729.4707518,123,CRITICAL
634,1770749729.4960377,127,CRITICAL
635,1770749729.5146573,117,ALERT
636,1770749729.5356483,111,ALERT
637,1770749729.5615792,129,CRITICAL
638,1770749729.5873344,111,ALERT
639,1770749729.615798,114,ALERT
640,1770749729.6412103,112,ALERT
641,1770749729.6682518,126,CRITICAL
642,1770749729.698691,129,CRITICAL
643,1770749729.7265658,111,ALERT
644,1770749729.751179,125,CRITICAL
645,1770749729.7751038,127,CRITICAL
646,1770749729.7965956,111,ALERT
647,1770749729.8203595,111,ALERT
648,1770749729.841561,127,CRITICAL
649,1770749729.8628068,116,ALERT
650,1770749729.885691,126,CRITICAL
651,1770749729.907428,127,CRITICAL
652,1770749729.9316103,124,CRITICAL
653,1770749729.9521654,122,CRITICAL
654,1770749729.9778528,114,ALERT
655,1770749730.0052795,116,ALERT
656,1770749730.0270205,121,CRITICAL
657,1770749730.052366,130,CRITICAL
658,1770749730.0707572,113,ALERT
659,1770749730.0948756,121,CRITICAL
660,1770749730.121784,112,ALERT
661,1770749730.1471045,114,ALERT
662,1770749730.1756625,116,ALERT
663,1770749730.203411,125,CRITICAL
664,1770749730.2293682,115,ALERT
665,1770749730.2551522,112,ALERT
666,1770749730.2832997,127,CRITICAL
667,1770749730.3103726,112,ALERT
668,1770749730.3386414,116,ALERT
669,1770749730.3610988,114,ALERT
670,1770749730.3806226,111,ALERT
671,1770749730.4022477,128,CRITICAL
672,1770749730.4227686,111,ALERT
673,1770749730.4434333,116,ALERT
674,1770749730.4661014,124,CRITICAL
675,1770749730.4875984,126,CRITICAL
676,1770749730.5128722,113,ALERT
677,1770749730.538967,118,ALERT
678,1770749730.5592575,128,CRITICAL
679,1770749730.581365,113,ALERT
680,1770749730.603677,130,CRITICAL
681,1770749730.628115,122,CRITICAL
682,1770749730.6453094,112,ALERT
683,1770749730.67234,117,ALERT
684,1770749730.6964347,122,CRITICAL
685,1770749730.7196856,123,CRITICAL
686,1770749730.748322,121,CRITICAL
687,1770749730.7758071,116,ALERT
688,1770749730.801398,113,ALERT
689,1770749730.8281653,112,ALERT
690,1770749730.8531897,127,CRITICAL
691,1770749730.878333,130,CRITICAL
692,1770749730.904402,110,ALERT
693,1770749730.932769,111,ALERT
694,1770749730.9586637,119,ALERT
695,1770749730.9867103,67,NORMAL
696,1770749731.012334,64,NORMAL
697,1770749731.0357676,76,NORMAL
698,1770749731.0607684,63,NORMAL
699,1770749731.089814,76,NORMAL
700,1770749731.118654,72,NORMAL
701,1770749731.136742,79,NORMAL
702,1770749731.1565099,72,NORMAL
703,1770749731.173392,87,NORMAL
704,1770749731.1958084,84,NORMAL
705,1770749731.2212563,70,NORMAL
706,1770749731.2472117,83,NORMAL
707,1770749731.2747195,82,NORMAL
708,1770749731.2976902,84,NORMAL
709,1770749731.3218744,73,NORMAL
710,1770749731.3478036,62,NORMAL
711,1770749731.3750205,84,NORMAL
712,1770749731.3983867,86,NORMAL
713,1770749731.4195833,79,NORMAL
714,1770749731.4446971,60,NORMAL
715,1770749731.4658222,83,NORMAL
716,1770749731.4929447,69,NORMAL
717,1770749731.516569,82,NORMAL
718,1770749731.5403216,70,NORMAL
719,1770749731.5639508,62,NORMAL
720,1770749731.5827029,78,NORMAL
721,1770749731.6086082,70,NORMAL
722,1770749731.634354,87,NORMAL
723,1770749731.6663713,63,NORMAL
724,1770749731.686766,69,NORMAL
725,1770749731.7140331,74,NORMAL
726,1770749731.7279587,83,NORMAL
727,1770749731.752282,75,NORMAL
728,1770749731.7746956,85,NORMAL
729,1770749731.8002517,77,NORMAL
730,1770749731.8226676,66,NORMAL
731,1770749731.8467326,83,NORMAL
732,1770749731.8699827,85,NORMAL
733,1770749731.8946629,88,NORMAL
734,1770749731.9182673,62,NORMAL
735,1770749731.9440022,88,NORMAL
736,1770749731.9734783,84,NORMAL
737,1770749732.0009701,75,NORMAL
738,1770749732.0230787,80,NORMAL
739,1770749732.0491252,114,ALERT
740,1770749732.072847,119,ALERT
741,1770749732.100645,121,CRITICAL
742,1770749732.1237884,115,ALERT
743,1770749732.1479213,125,CRITICAL
744,1770749732.1676853,118,ALERT
745,1770749732.1881275,110,ALERT
746,1770749732.212697,113,ALERT
