seq,send_time,recv_time,heart_rate,label,delay
47,1770751277.843544,1770751277.8947108,123,CRITICAL,0.05116677284240723
48,1770751277.8641267,1770751277.9147825,118,ALERT,0.05065584182739258
49,1770751277.8870864,1770751277.9379354,123,CRITICAL,0.050848960876464844
50,1770751277.9092739,1770751277.95974,112,ALERT,0.050466060638427734
52,1770751277.955462,1770751278.0062404,110,ALERT,0.05077838897705078
53,1770751277.9770944,1770751278.0273767,128,CRITICAL,0.05028223991394043
54,1770751277.9984102,1770751278.049156,121,CRITICAL,0.05074572563171387
55,1770751278.0207257,1770751278.0713367,112,ALERT,0.050611019134521484
56,1770751278.0386953,1770751278.0896678,118,ALERT,0.05097246170043945
57,1770751278.061645,1770751278.112326,112,ALERT,0.05068087577819824
58,1770751278.080892,1770751278.1312296,121,CRITICAL,0.05033755302429199
59,1770751278.102808,1770751278.153487,129,CRITICAL,0.05067896842956543
60,1770751278.1258025,1770751278.1767478,116,ALERT,0.050945281982421875
61,1770751278.148815,1770751278.1992607,112,ALERT,0.0504457950592041
63,1770751278.1934297,1770751278.2441776,110,ALERT,0.05074787139892578
64,1770751278.2146513,1770751278.265154,127,CRITICAL,0.05050253868103027
65,1770751278.2342641,1770751278.2854116,123,CRITICAL,0.0511474609375
66,1770751278.2574844,1770751278.3081717,124,CRITICAL,0.050687313079833984
67,1770751278.2775667,1770751278.3280127,120,ALERT,0.0504460334777832
68,1770751278.3003783,1770751278.3511868,119,ALERT,0.05080842971801758
69,1770751278.3230395,1770751278.3737159,122,CRITICAL,0.05067634582519531
70,1770751278.3434758,1770751278.394346,120,ALERT,0.05087018013000488
71,1770751278.3689716,1770751278.419707,129,CRITICAL,0.0507354736328125
72,1770751278.3933473,1770751278.4441898,128,CRITICAL,0.0508425235748291
73,1770751278.4121566,1770751278.462646,111,ALERT,0.05048942565917969
75,1770751278.4582818,1770751278.5086372,116,ALERT,0.05035543441772461
76,1770751278.4800916,1770751278.5309312,129,CRITICAL,0.05083966255187988
77,1770751278.50578,1770751278.5565286,123,CRITICAL,0.050748586654663086
78,1770751278.52881,1770751278.579627,128,CRITICAL,0.050817012786865234
80,1770751278.5734816,1770751278.6239278,124,CRITICAL,0.050446271896362305
81,1770751278.598619,1770751278.6492507,129,CRITICAL,0.05063176155090332
82,1770751278.618916,1770751278.6697605,113,ALERT,0.050844430923461914
83,1770751278.6441696,1770751278.6947618,122,CRITICAL,0.05059218406677246
84,1770751278.6671596,1770751278.71808,119,ALERT,0.05092048645019531
85,1770751278.6887167,1770751278.740741,127,CRITICAL,0.05202436447143555
86,1770751278.7098114,1770751278.7617812,110,ALERT,0.05196976661682129
88,1770751278.750335,1770751278.803008,125,CRITICAL,0.0526731014251709
89,1770751278.7742863,1770751278.8264296,114,ALERT,0.05214333534240723
90,1770751278.795885,1770751278.8479347,128,CRITICAL,0.05204963684082031
91,1770751278.8206806,1770751278.871686,117,ALERT,0.05100536346435547
92,1770751278.8484766,1770751278.9008045,125,CRITICAL,0.052327871322631836
93,1770751278.8758414,1770751278.9284203,130,CRITICAL,0.05257892608642578
94,1770751278.9017735,1770751278.954056,122,CRITICAL,0.05228257179260254
95,1770751278.9213872,1770751278.973223,113,ALERT,0.05183577537536621
96,1770751278.9463797,1770751278.9986968,125,CRITICAL,0.052317142486572266
97,1770751278.967412,1770751279.0181077,111,ALERT,0.05069565773010254
98,1770751278.9909601,1770751279.043086,122,CRITICAL,0.05212593078613281
99,1770751279.0148764,1770751279.0667152,126,CRITICAL,0.05183887481689453
100,1770751279.0399327,1770751279.0924163,116,ALERT,0.052483558654785156
101,1770751279.0580058,1770751279.109744,126,CRITICAL,0.05173826217651367
104,1770751279.1276453,1770751279.1781793,127,CRITICAL,0.05053400993347168
105,1770751279.1497753,1770751279.2002993,119,ALERT,0.050523996353149414
106,1770751279.179408,1770751279.2300828,114,ALERT,0.0506746768951416
107,1770751279.198744,1770751279.2491057,129,CRITICAL,0.05036163330078125
108,1770751279.2235599,1770751279.2739632,122,CRITICAL,0.05040335655212402
109,1770751279.2478876,1770751279.2981818,110,ALERT,0.05029416084289551
110,1770751279.2716143,1770751279.3223066,122,CRITICAL,0.05069231986999512
111,1770751279.296341,1770751279.3465703,113,ALERT,0.05022931098937988
112,1770751279.3198588,1770751279.3703005,128,CRITICAL,0.050441741943359375
113,1770751279.3511012,1770751279.401874,123,CRITICAL,0.050772905349731445
114,1770751279.3738782,1770751279.4244409,126,CRITICAL,0.05056262016296387
115,1770751279.3953602,1770751279.4460304,118,ALERT,0.05067014694213867
117,1770751279.438069,1770751279.4886725,125,CRITICAL,0.050603389739990234
118,1770751279.4962347,1770751279.5464869,126,CRITICAL,0.05025219917297363
119,1770751279.5200653,1770751279.5703156,126,CRITICAL,0.05025029182434082
121,1770751279.559218,1770751279.6095626,119,ALERT,0.05034470558166504
122,1770751279.5840871,1770751279.634415,113,ALERT,0.05032777786254883
123,1770751279.6080034,1770751279.6581988,119,ALERT,0.05019545555114746
125,1770751279.6556396,1770751279.7062223,128,CRITICAL,0.0505826473236084
126,1770751279.6782727,1770751279.7287703,126,CRITICAL,0.05049753189086914
127,1770751279.6985364,1770751279.749015,113,ALERT,0.05047869682312012
128,1770751279.7232153,1770751279.773644,126,CRITICAL,0.05042862892150879
129,1770751279.744913,1770751279.7952738,118,ALERT,0.050360679626464844
130,1770751279.7661297,1770751279.816506,114,ALERT,0.050376176834106445
131,1770751279.7892776,1770751279.839607,110,ALERT,0.05032944679260254
132,1770751279.8077571,1770751279.8583465,127,CRITICAL,0.05058932304382324
133,1770751279.830027,1770751279.880514,125,CRITICAL,0.05048680305480957
134,1770751279.8520598,1770751279.9025311,117,ALERT,0.05047130584716797
135,1770751279.8740087,1770751279.9244626,118,ALERT,0.050453901290893555
136,1770751279.9033947,1770751279.953952,124,CRITICAL,0.05055737495422363
138,1770751279.9578052,1770751280.0082767,113,ALERT,0.05047154426574707
139,1770751279.9815023,1770751280.0319092,116,ALERT,0.05040693283081055
140,1770751280.0021605,1770751280.0526118,113,ALERT,0.05045127868652344
141,1770751280.023259,1770751280.0737507,118,ALERT,0.0504918098449707
143,1770751280.0662928,1770751280.1167521,111,ALERT,0.05045938491821289
144,1770751280.085757,1770751280.1363215,111,ALERT,0.05056452751159668
145,1770751280.103087,1770751280.153616,127,CRITICAL,0.05052900314331055
146,1770751280.1203823,1770751280.1705508,121,CRITICAL,0.050168514251708984
147,1770751280.1411376,1770751280.1916738,129,CRITICAL,0.050536155700683594
148,1770751280.1623683,1770751280.212994,111,ALERT,0.05062580108642578
149,1770751280.1825774,1770751280.2328482,110,ALERT,0.050270795822143555
151,1770751280.2322524,1770751280.2824717,115,ALERT,0.05021929740905762
152,1770751280.2545466,1770751280.304976,129,CRITICAL,0.050429344177246094
153,1770751280.2771661,1770751280.327577,119,ALERT,0.05041098594665527
154,1770751280.2993858,1770751280.3500898,118,ALERT,0.050704002380371094
155,1770751280.3222837,1770751280.3728957,110,ALERT,0.05061197280883789
156,1770751280.3467228,1770751280.397201,110,ALERT,0.050478219985961914
157,1770751280.3703105,1770751280.4210622,121,CRITICAL,0.050751686096191406
158,1770751280.3914669,1770751280.442026,126,CRITICAL,0.050559043884277344
159,1770751280.4169161,1770751280.467438,117,ALERT,0.0505218505859375
160,1770751280.4376101,1770751280.4881847,128,CRITICAL,0.050574541091918945
161,1770751280.4584076,1770751280.5088813,110,ALERT,0.050473690032958984
162,1770751280.4862747,1770751280.5366678,130,CRITICAL,0.050393104553222656
164,1770751280.5262883,1770751280.5768056,110,ALERT,0.05051732063293457
166,1770751280.5664916,1770751280.6171253,125,CRITICAL,0.05063366889953613
167,1770751280.5931885,1770751280.64355,126,CRITICAL,0.05036139488220215
168,1770751280.6169095,1770751280.6672215,122,CRITICAL,0.050312042236328125
169,1770751280.6381905,1770751280.6887262,115,ALERT,0.05053567886352539
170,1770751280.6581476,1770751280.7086504,122,CRITICAL,0.050502777099609375
171,1770751280.6848104,1770751280.7350636,115,ALERT,0.05025315284729004
172,1770751280.7039905,1770751280.7542913,113,ALERT,0.05030083656311035
173,1770751280.7267394,1770751280.777234,125,CRITICAL,0.05049467086791992
174,1770751280.7498777,1770751280.800201,126,CRITICAL,0.0503232479095459
175,1770751280.7717113,1770751280.8221588,129,CRITICAL,0.05044746398925781
176,1770751280.7969165,1770751280.8472826,119,ALERT,0.05036616325378418
177,1770751280.818909,1770751280.8693254,114,ALERT,0.05041646957397461
178,1770751280.8446672,1770751280.8950672,115,ALERT,0.0504000186920166
179,1770751280.872724,1770751280.9232936,123,CRITICAL,0.05056953430175781
180,1770751280.8929567,1770751280.943335,116,ALERT,0.05037832260131836
181,1770751280.9130685,1770751280.963604,125,CRITICAL,0.05053544044494629
182,1770751280.9366043,1770751280.9871316,118,ALERT,0.050527334213256836
183,1770751280.9582522,1770751281.0087664,123,CRITICAL,0.05051422119140625
184,1770751280.982854,1770751281.0335047,120,ALERT,0.050650835037231445
185,1770751281.0063653,1770751281.056848,112,ALERT,0.050482749938964844
187,1770751281.053035,1770751281.1033487,112,ALERT,0.050313711166381836
188,1770751281.0793285,1770751281.1298814,122,CRITICAL,0.0505528450012207
189,1770751281.1022737,1770751281.1527662,127,CRITICAL,0.05049252510070801
190,1770751281.1250968,1770751281.1753995,123,CRITICAL,0.050302743911743164
191,1770751281.1481333,1770751281.198322,115,ALERT,0.05018877983093262
192,1770751281.1656725,1770751281.2161667,130,CRITICAL,0.05049419403076172
193,1770751281.1854868,1770751281.23599,121,CRITICAL,0.05050325393676758
194,1770751281.2101898,1770751281.2606757,111,ALERT,0.050485849380493164
195,1770751281.2321641,1770751281.282374,121,CRITICAL,0.050209760665893555
196,1770751281.2540994,1770751281.3045833,124,CRITICAL,0.05048394203186035
197,1770751281.2859893,1770751281.3363993,127,CRITICAL,0.05041003227233887
198,1770751281.3101044,1770751281.3605654,126,CRITICAL,0.0504610538482666
199,1770751281.3324578,1770751281.3827145,114,ALERT,0.05025672912597656
201,1770751281.3742049,1770751281.4246204,111,ALERT,0.0504155158996582
202,1770751281.3942087,1770751281.4445846,116,ALERT,0.050375938415527344
203,1770751281.418368,1770751281.4689167,127,CRITICAL,0.050548553466796875
204,1770751281.4415243,1770751281.4917924,110,ALERT,0.05026817321777344
205,1770751281.4645665,1770751281.5149536,117,ALERT,0.05038714408874512
206,1770751281.483349,1770751281.5337813,116,ALERT,0.05043220520019531
207,1770751281.5031545,1770751281.5537853,126,CRITICAL,0.050630807876586914
208,1770751281.5259979,1770751281.5764933,111,ALERT,0.05049538612365723
209,1770751281.5446675,1770751281.595014,111,ALERT,0.05034661293029785
210,1770751281.5662336,1770751281.6166425,118,ALERT,0.05040884017944336
211,1770751281.588903,1770751281.6392713,125,CRITICAL,0.050368309020996094
212,1770751281.6097548,1770751281.66012,128,CRITICAL,0.05036520957946777
213,1770751281.6281683,1770751281.6785674,117,ALERT,0.050399065017700195
214,1770751281.6582577,1770751281.7086935,127,CRITICAL,0.050435781478881836
215,1770751281.6783211,1770751281.728749,126,CRITICAL,0.050427913665771484
216,1770751281.6987467,1770751281.7491934,124,CRITICAL,0.05044674873352051
217,1770751281.7189436,1770751281.7693682,112,ALERT,0.05042457580566406
218,1770751281.7388086,1770751281.789414,129,CRITICAL,0.05060529708862305
219,1770751281.7585688,1770751281.8092015,126,CRITICAL,0.05063271522521973
220,1770751281.7818,1770751281.8322546,117,ALERT,0.05045461654663086
221,1770751281.8041072,1770751281.8544402,129,CRITICAL,0.05033302307128906
222,1770751281.8263614,1770751281.8768098,123,CRITICAL,0.05044841766357422
224,1770751281.8690615,1770751281.9195604,128,CRITICAL,0.05049896240234375
225,1770751281.892615,1770751281.9430737,120,ALERT,0.050458669662475586
226,1770751281.9208345,1770751281.9710479,125,CRITICAL,0.05021333694458008
227,1770751281.945174,1770751281.9957242,128,CRITICAL,0.050550222396850586
229,1770751281.9999394,1770751282.0505152,114,ALERT,0.05057573318481445
230,1770751282.022314,1770751282.0727854,129,CRITICAL,0.05047130584716797
231,1770751282.0450094,1770751282.0954463,113,ALERT,0.050436973571777344
232,1770751282.0660121,1770751282.1164272,121,CRITICAL,0.0504150390625
233,1770751282.0916119,1770751282.1422815,130,CRITICAL,0.05066967010498047
234,1770751282.1158395,1770751282.1661742,115,ALERT,0.05033469200134277
235,1770751282.138243,1770751282.1887467,120,ALERT,0.05050373077392578
236,1770751282.165336,1770751282.2157245,117,ALERT,0.05038857460021973
237,1770751282.189941,1770751282.2404013,126,CRITICAL,0.0504603385925293
238,1770751282.2182393,1770751282.2688837,119,ALERT,0.0506443977355957
239,1770751282.240416,1770751282.2906828,126,CRITICAL,0.05026674270629883
240,1770751282.2619433,1770751282.3124774,112,ALERT,0.05053400993347168
241,1770751282.2888012,1770751282.3390164,128,CRITICAL,0.05021524429321289
242,1770751282.316754,1770751282.3670704,122,CRITICAL,0.05031633377075195
243,1770751282.3388207,1770751282.3895419,122,CRITICAL,0.050721168518066406
244,1770751282.35825,1770751282.4087903,127,CRITICAL,0.05054044723510742
245,1770751282.3793225,1770751282.4300973,111,ALERT,0.05077481269836426
246,1770751282.4019134,1770751282.4523833,121,CRITICAL,0.05046987533569336
247,1770751282.4250047,1770751282.4755268,122,CRITICAL,0.0505220890045166
248,1770751282.4503212,1770751282.5008187,111,ALERT,0.05049753189086914
250,1770751282.4982443,1770751282.548711,110,ALERT,0.05046677589416504
252,1770751282.543644,1770751282.594422,129,CRITICAL,0.05077815055847168
253,1770751282.5689652,1770751282.6194658,122,CRITICAL,0.05050063133239746
254,1770751282.5959396,1770751282.6465476,121,CRITICAL,0.050607919692993164
255,1770751282.620229,1770751282.6706107,110,ALERT,0.05038166046142578
256,1770751282.6463993,1770751282.6967647,116,ALERT,0.050365447998046875
257,1770751282.670419,1770751282.720939,126,CRITICAL,0.05051994323730469
258,1770751282.688583,1770751282.7389486,115,ALERT,0.05036568641662598
259,1770751282.7091947,1770751282.7596414,120,ALERT,0.05044674873352051
260,1770751282.7323067,1770751282.7826004,116,ALERT,0.050293684005737305
261,1770751282.7564518,1770751282.8069143,119,ALERT,0.05046248435974121
262,1770751282.7768307,1770751282.8271933,120,ALERT,0.050362586975097656
263,1770751282.79727,1770751282.8476262,122,CRITICAL,0.050356149673461914
264,1770751282.8218691,1770751282.8723595,112,ALERT,0.050490379333496094
265,1770751282.8412063,1770751282.8917952,126,CRITICAL,0.05058884620666504
266,1770751282.8651254,1770751282.915638,123,CRITICAL,0.05051255226135254
267,1770751282.8857396,1770751282.9360793,123,CRITICAL,0.050339698791503906
268,1770751282.910044,1770751282.9604373,117,ALERT,0.05039334297180176
269,1770751282.929947,1770751282.980593,116,ALERT,0.050646066665649414
270,1770751282.9514925,1770751283.001943,127,CRITICAL,0.05045056343078613
271,1770751282.9754205,1770751283.026053,113,ALERT,0.050632476806640625
272,1770751282.9993527,1770751283.050002,113,ALERT,0.050649404525756836
273,1770751283.0211537,1770751283.0714796,118,ALERT,0.050325870513916016
274,1770751283.0416982,1770751283.092116,122,CRITICAL,0.05041790008544922
275,1770751283.0636373,1770751283.1142364,128,CRITICAL,0.050599098205566406
276,1770751283.0856197,1770751283.1361225,129,CRITICAL,0.050502777099609375
277,1770751283.1054077,1770751283.1558328,114,ALERT,0.050425052642822266
278,1770751283.1276433,1770751283.1783235,110,ALERT,0.05068016052246094
279,1770751283.1531444,1770751283.203484,130,CRITICAL,0.050339698791503906
280,1770751283.178349,1770751283.2288811,113,ALERT,0.05053210258483887
281,1770751283.2030005,1770751283.2535424,117,ALERT,0.05054187774658203
282,1770751283.226374,1770751283.2767882,120,ALERT,0.050414323806762695
283,1770751283.2509933,1770751283.3014467,124,CRITICAL,0.05045342445373535
284,1770751283.2743587,1770751283.3248303,113,ALERT,0.05047154426574707
285,1770751283.2981913,1770751283.3486116,111,ALERT,0.050420284271240234
286,1770751283.322178,1770751283.3725996,123,CRITICAL,0.050421714782714844
287,1770751283.3440108,1770751283.394314,123,CRITICAL,0.05030322074890137
288,1770751283.36289,1770751283.4133859,110,ALERT,0.05049586296081543
289,1770751283.3814647,1770751283.4319074,113,ALERT,0.05044269561767578
290,1770751283.402121,1770751283.4526699,127,CRITICAL,0.05054879188537598
291,1770751283.4260888,1770751283.47648,123,CRITICAL,0.050391197204589844
292,1770751283.4502656,1770751283.500654,125,CRITICAL,0.050388336181640625
294,1770751283.5063002,1770751283.55709,117,ALERT,0.050789833068847656
295,1770751283.528418,1770751283.5788155,122,CRITICAL,0.050397396087646484
296,1770751283.556833,1770751283.6071937,121,CRITICAL,0.050360679626464844
297,1770751283.5822785,1770751283.6327507,114,ALERT,0.050472259521484375
298,1770751283.6073098,1770751283.6579425,110,ALERT,0.05063271522521973
300,1770751283.6618009,1770751283.712495,110,ALERT,0.05069422721862793
301,1770751283.6850533,1770751283.7356656,127,CRITICAL,0.05061221122741699
302,1770751283.7099051,1770751283.7602978,112,ALERT,0.05039262771606445
303,1770751283.7335505,1770751283.7841392,122,CRITICAL,0.05058860778808594
304,1770751283.7571359,1770751283.8075438,123,CRITICAL,0.05040788650512695
305,1770751283.7800605,1770751283.8305075,126,CRITICAL,0.05044698715209961
306,1770751283.8047202,1770751283.8552182,127,CRITICAL,0.050498008728027344
307,1770751283.8320563,1770751283.8825066,120,ALERT,0.05045032501220703
308,1770751283.86216,1770751283.9125104,119,ALERT,0.05035042762756348
309,1770751283.8833606,1770751283.9338574,118,ALERT,0.050496816635131836
310,1770751283.905484,1770751283.9559505,124,CRITICAL,0.05046653747558594
311,1770751283.9275093,1770751283.9783266,128,CRITICAL,0.050817251205444336
312,1770751283.9472947,1770751283.9980059,118,ALERT,0.05071115493774414
313,1770751283.969532,1770751284.0200095,118,ALERT,0.05047750473022461
314,1770751283.9944305,1770751284.044759,115,ALERT,0.05032849311828613
315,1770751284.0234637,1770751284.074104,130,CRITICAL,0.05064034461975098
316,1770751284.043065,1770751284.0949209,110,ALERT,0.05185580253601074
317,1770751284.0617146,1770751284.1131153,121,CRITICAL,0.05140066146850586
318,1770751284.0783358,1770751284.1290796,125,CRITICAL,0.050743818283081055
319,1770751284.1091042,1770751284.1599338,128,CRITICAL,0.05082964897155762
320,1770751284.1350472,1770751284.185363,114,ALERT,0.05031585693359375
321,1770751284.1597366,1770751284.2105756,111,ALERT,0.05083894729614258
322,1770751284.184001,1770751284.2346277,123,CRITICAL,0.05062675476074219
323,1770751284.2141964,1770751284.2646441,117,ALERT,0.050447702407836914
324,1770751284.2375698,1770751284.2879112,110,ALERT,0.05034136772155762
325,1770751284.2573957,1770751284.3077328,117,ALERT,0.05033707618713379
326,1770751284.2802997,1770751284.330593,115,ALERT,0.0502934455871582
327,1770751284.3002148,1770751284.3503625,125,CRITICAL,0.05014777183532715
328,1770751284.3246486,1770751284.3749108,123,CRITICAL,0.0502622127532959
329,1770751284.3481047,1770751284.398339,114,ALERT,0.050234317779541016
331,1770751284.3942208,1770751284.444686,129,CRITICAL,0.05046510696411133
332,1770751284.4189537,1770751284.4693785,113,ALERT,0.050424814224243164
333,1770751284.4449368,1770751284.4953485,127,CRITICAL,0.05041170120239258
334,1770751284.4672449,1770751284.5178652,130,CRITICAL,0.050620317459106445
335,1770751284.48761,1770751284.5382824,86,NORMAL,0.050672292709350586
336,1770751284.510251,1770751284.5608206,76,NORMAL,0.05056953430175781
337,1770751284.5340912,1770751284.5849867,61,NORMAL,0.05089545249938965
338,1770751284.5629544,1770751284.6137679,61,NORMAL,0.05081343650817871
339,1770751284.5895498,1770751284.6398914,65,NORMAL,0.05034160614013672
341,1770751284.6384187,1770751284.689059,68,NORMAL,0.05064034461975098
343,1770751284.68637,1770751284.736876,61,NORMAL,0.0505061149597168
344,1770751284.7096784,1770751284.7601824,77,NORMAL,0.05050396919250488
346,1770751284.758152,1770751284.8086061,85,NORMAL,0.050454139709472656
347,1770751284.781834,1770751284.8321817,80,NORMAL,0.05034780502319336
348,1770751284.8075252,1770751284.8581262,79,NORMAL,0.05060100555419922
349,1770751284.8302784,1770751284.8806612,83,NORMAL,0.05038285255432129
350,1770751284.8479211,1770751284.8984253,87,NORMAL,0.050504207611083984
351,1770751284.8714483,1770751284.9220796,88,NORMAL,0.05063128471374512
352,1770751284.8933566,1770751284.9438913,85,NORMAL,0.050534725189208984
353,1770751284.9137409,1770751284.9641204,88,NORMAL,0.05037951469421387
354,1770751284.937431,1770751284.9878695,75,NORMAL,0.05043840408325195
355,1770751284.9583266,1770751285.0088556,75,NORMAL,0.05052900314331055
356,1770751284.9734871,1770751285.0238798,82,NORMAL,0.05039262771606445
357,1770751284.994216,1770751285.0448108,81,NORMAL,0.05059480667114258
358,1770751285.014177,1770751285.06462,80,NORMAL,0.05044293403625488
359,1770751285.0376813,1770751285.0881438,69,NORMAL,0.05046248435974121
360,1770751285.0633147,1770751285.1138756,76,NORMAL,0.050560951232910156
361,1770751285.0957897,1770751285.146577,83,NORMAL,0.05078721046447754
362,1770751285.1140044,1770751285.164502,72,NORMAL,0.05049753189086914
363,1770751285.1348495,1770751285.1854405,64,NORMAL,0.05059099197387695
364,1770751285.156858,1770751285.2073495,61,NORMAL,0.0504915714263916
365,1770751285.1852105,1770751285.2356172,64,NORMAL,0.050406694412231445
366,1770751285.2103133,1770751285.2607465,80,NORMAL,0.05043315887451172
367,1770751285.2303295,1770751285.2807348,87,NORMAL,0.050405263900756836
368,1770751285.2524817,1770751285.3027132,64,NORMAL,0.0502314567565918
369,1770751285.2735417,1770751285.3238816,78,NORMAL,0.05033993721008301
370,1770751285.2971096,1770751285.347362,74,NORMAL,0.050252437591552734
371,1770751285.3220434,1770751285.372481,70,NORMAL,0.05043768882751465
372,1770751285.3462381,1770751285.3969297,85,NORMAL,0.05069160461425781
373,1770751285.3636146,1770751285.4142473,78,NORMAL,0.05063271522521973
374,1770751285.3839507,1770751285.4345255,84,NORMAL,0.05057477951049805
375,1770751285.4104311,1770751285.4609988,60,NORMAL,0.050567626953125
376,1770751285.4344468,1770751285.4851174,73,NORMAL,0.050670623779296875
377,1770751285.4560208,1770751285.506652,63,NORMAL,0.05063128471374512
378,1770751285.4855661,1770751285.5360615,88,NORMAL,0.05049538612365723
379,1770751285.5108092,1770751285.5611885,64,NORMAL,0.050379276275634766
380,1770751285.534314,1770751285.584851,71,NORMAL,0.050537109375
381,1770751285.5508628,1770751285.601392,65,NORMAL,0.05052924156188965
383,1770751285.5899916,1770751285.6404676,85,NORMAL,0.05047607421875
384,1770751285.6102927,1770751285.6608646,63,NORMAL,0.05057191848754883
386,1770751285.654982,1770751285.7056084,87,NORMAL,0.050626277923583984
387,1770751285.6833825,1770751285.7339728,77,NORMAL,0.05059027671813965
388,1770751285.7085164,1770751285.758808,70,NORMAL,0.05029153823852539
389,1770751285.7303553,1770751285.7809105,122,CRITICAL,0.05055522918701172
390,1770751285.75433,1770751285.8047056,124,CRITICAL,0.05037569999694824
391,1770751285.7778106,1770751285.8284614,127,CRITICAL,0.050650835037231445
392,1770751285.8014448,1770751285.8518374,126,CRITICAL,0.05039262771606445
393,1770751285.8195913,1770751285.8703167,115,ALERT,0.050725460052490234
394,1770751285.8629222,1770751285.9134521,110,ALERT,0.05052995681762695
395,1770751285.8813186,1770751285.9318602,120,ALERT,0.05054163932800293
396,1770751285.9024315,1770751285.9529147,124,CRITICAL,0.05048322677612305
397,1770751285.9263,1770751285.9768066,110,ALERT,0.050506591796875
398,1770751285.9456942,1770751285.996081,127,CRITICAL,0.050386905670166016
399,1770751285.9662416,1770751286.0167713,115,ALERT,0.05052971839904785
400,1770751285.990199,1770751286.040711,125,CRITICAL,0.050511837005615234
401,1770751286.0116982,1770751286.0621758,117,ALERT,0.05047750473022461
402,1770751286.0362792,1770751286.0865607,117,ALERT,0.050281524658203125
403,1770751286.0589998,1770751286.1096241,111,ALERT,0.05062437057495117
404,1770751286.0786462,1770751286.1292975,126,CRITICAL,0.05065131187438965
405,1770751286.1031592,1770751286.153738,130,CRITICAL,0.05057883262634277
406,1770751286.1264284,1770751286.1770015,112,ALERT,0.050573110580444336
407,1770751286.1464386,1770751286.1968582,115,ALERT,0.05041956901550293
408,1770751286.168942,1770751286.2194219,127,CRITICAL,0.050479888916015625
409,1770751286.194012,1770751286.2444892,126,CRITICAL,0.05047726631164551
410,1770751286.2173848,1770751286.2677274,111,ALERT,0.050342559814453125
411,1770751286.2422166,1770751286.2925725,129,CRITICAL,0.05035591125488281
412,1770751286.262297,1770751286.3128848,123,CRITICAL,0.05058789253234863
413,1770751286.2809448,1770751286.3313398,123,CRITICAL,0.05039501190185547
414,1770751286.3043213,1770751286.3545346,112,ALERT,0.05021333694458008
