timestamp,active_devices,bandwidth_usage_bps,throughput_bps,packet_loss_rate,jitter,avg_delay,queue_length,packets_per_window,network_condition
1773165630.477,1,256.0,256.0,0.0,7.440108,0.013855,0,1,Stable
1773165630.484,3,768.0,768.0,0.0,0.0002,0.013641,0,3,Stable
1773165630.49,1,512.0,256.0,0.5,7.440676,0.013577,1,2,Stable
1773165630.494,1,256.0,256.0,0.0,0.000211,0.013249,0,1,Stable
1773165630.494,1,256.0,256.0,0.0,0.000505,0.013103,0,1,Stable
1773165630.494,1,256.0,256.0,0.0,0.000597,0.013059,0,1,Stable
1773165630.497,1,256.0,256.0,0.0,0.000282,0.013573,0,1,Stable
1773165630.504,2,512.0,512.0,0.0,7e-05,0.013152,0,2,Stable
1773165630.51,1,256.0,256.0,0.0,0.000262,0.013315,0,1,Stable
1773165630.515,3,768.0,768.0,0.0,0.000244,0.013401,0,3,Stable
1773165630.518,1,256.0,256.0,0.0,0.000184,0.013389,0,1,Stable
1773165630.526,2,512.0,512.0,0.0,0.000312,0.013186,0,2,Stable
1773165630.531,1,256.0,256.0,0.0,0.000284,0.013599,0,1,Stable
1773165635.457,8,534784.0,530688.0,0.007659,0.034444,-0.006031,16,2089,Critical
1773165635.458,1,256.0,256.0,0.0,7.445272,7.45873,0,1,Critical
1773165635.462,1,256.0,256.0,0.0,7.445273,7.458457,0,1,Critical
1773165635.467,1,256.0,256.0,0.0,0.000118,7.45861,0,1,Critical
1773165635.468,1,256.0,256.0,0.0,0.000297,7.458433,0,1,Critical
1773165635.475,2,512.0,512.0,0.0,0.000158,0.013427,0,2,Critical
1773165635.478,1,256.0,256.0,0.0,7.445163,0.013447,0,1,Critical
1773165635.479,1,256.0,256.0,0.0,7.445003,0.01343,0,1,Critical
1773165635.483,1,256.0,256.0,0.0,0.000182,0.013421,0,1,Critical
1773165635.483,1,256.0,256.0,0.0,7.444994,0.013463,0,1,Critical
1773165635.488,1,256.0,256.0,0.0,0.000287,0.013734,0,1,Critical
1773165635.489,1,256.0,256.0,0.0,0.000106,0.013324,0,1,Critical
1773165635.495,2,512.0,512.0,0.0,9.9e-05,0.013526,0,2,Critical
1773165635.498,1,256.0,256.0,0.0,6.7e-05,0.013667,0,1,Critical
1773165635.5,1,256.0,256.0,0.0,0.000208,0.013532,0,1,Critical
1773165635.503,1,256.0,256.0,0.0,2.5e-05,0.013438,0,1,Critical
1773165635.507,1,256.0,256.0,0.0,0.000166,0.013634,0,1,Critical
1773165635.509,1,256.0,256.0,0.0,0.000297,0.01337,0,1,Critical
1773165635.51,1,256.0,256.0,0.0,2.2e-05,0.013554,0,1,Critical
1773165635.516,2,512.0,512.0,0.0,0.000113,0.013468,0,2,Critical
1773165640.471,8,529408.0,525824.0,0.00677,0.034862,-0.002285,14,2068,Critical
1773165640.48,1,256.0,256.0,0.0,7.537316,7.550729,0,1,Critical
1773165640.482,1,256.0,256.0,0.0,7.495863,7.558186,0,1,Critical
1773165640.485,1,256.0,256.0,0.0,7.51564,7.570932,0,1,Critical
1773165640.496,0,0.0,0.0,0.0,0.0,0.0,0,0,Critical
1773165640.507,0,0.0,0.0,0.0,0.0,0.0,0,0,Critical
1773165640.512,1,1024.0,256.0,0.75,7.494126,0.000137,3,4,Critical
1773165640.516,1,1280.0,256.0,0.8,7.514807,7.527983,4,5,Critical
1773165640.523,1,256.0,256.0,0.0,7.524455,7.57747,0,1,Critical
1773165640.526,1,512.0,256.0,0.5,7.511746,0.038982,1,2,Critical
1773165640.528,1,1280.0,256.0,0.8,0.009161,7.561771,4,5,Critical
1773165640.53,1,256.0,256.0,0.0,0.027666,7.585852,0,1,Critical
1773165640.541,0,0.0,0.0,0.0,0.0,0.0,0,0,Critical
1773165640.552,0,0.0,0.0,0.0,0.0,0.0,0,0,Critical
1773165640.556,1,1024.0,512.0,0.5,0.050733,7.616192,2,4,Critical
1773165640.568,0,0.0,0.0,0.0,0.0,0.0,0,0,Critical
1773165640.573,1,256.0,256.0,0.0,0.079818,7.680329,0,1,Critical
1773165640.582,1,768.0,256.0,0.666667,0.079328,0.09269,2,3,Critical
1773165640.59,1,256.0,256.0,0.0,7.56885,7.607832,0,1,Critical
1773165640.6,1,3584.0,256.0,0.928571,7.572687,0.107641,13,14,Critical
1773165645.474,8,2187776.0,486144.0,0.777791,0.357535,0.02332,6647,8546,Critical
1773165645.476,1,3584.0,256.0,0.928571,7.314548,7.620984,13,14,Critical
1773165645.477,1,512.0,256.0,0.5,7.434697,7.675054,1,2,Critical
1773165645.478,1,768.0,256.0,0.666667,0.060559,7.614495,2,3,Critical
1773165645.479,1,256.0,256.0,0.0,0.062221,7.748229,0,1,Critical
1773165645.479,1,512.0,256.0,0.5,7.426741,7.686007,1,2,Critical
1773165645.481,1,256.0,256.0,0.0,0.296896,7.911391,0,1,Critical
1773165645.486,1,768.0,256.0,0.666667,7.46784,7.718252,2,3,Critical
1773165645.49,1,1280.0,256.0,0.8,0.036828,7.592986,4,5,Critical
1773165645.491,1,1024.0,256.0,0.75,0.026565,7.594419,3,4,Critical
1773165645.492,1,256.0,256.0,0.0,0.122142,7.648665,0,1,Critical
1773165645.498,1,256.0,256.0,0.0,0.102345,7.695331,0,1,Critical
1773165645.498,1,256.0,256.0,0.0,0.090273,7.684692,0,1,Critical
1773165645.5,1,512.0,256.0,0.5,0.019002,7.676329,1,2,Critical
1773165645.511,0,0.0,0.0,0.0,0.0,0.0,0,0,Critical
1773165645.514,1,1536.0,256.0,0.833333,0.045882,7.63881,5,6,Critical
1773165645.516,1,256.0,256.0,0.0,0.161937,7.838266,0,1,Critical
1773165645.518,1,2560.0,256.0,0.9,0.102454,7.735812,9,10,Critical
1773165645.519,1,2048.0,256.0,0.875,0.124561,7.623667,7,8,Critical
1773165645.519,1,256.0,256.0,0.0,0.047166,7.69583,0,1,Critical
1773165645.726,8,72960.0,18176.0,0.750877,3.138605,5.245383,214,285,Critical
1773165650.472,8,2174976.0,468480.0,0.784605,0.347533,-0.07025,6666,8496,Critical
1773165650.474,1,256.0,256.0,0.0,0.012569,7.717093,0,1,Critical
1773165650.476,1,256.0,256.0,0.0,7.388752,7.607466,0,1,Critical
1773165650.476,1,256.0,256.0,0.0,0.127137,7.84423,0,1,Critical
1773165650.479,1,7424.0,256.0,0.965517,0.3001,7.54413,28,29,Critical
1773165650.48,1,2816.0,256.0,0.909091,7.220751,7.448535,10,11,Critical
1773165650.487,1,2560.0,256.0,0.9,7.336873,7.552594,9,10,Critical
1773165650.488,1,2560.0,256.0,0.9,0.097146,7.446984,9,10,Critical
1773165650.492,1,256.0,256.0,0.0,0.245554,7.692538,0,1,Critical
1773165650.493,1,512.0,256.0,0.5,0.084796,7.52267,1,2,Critical
1773165650.495,1,512.0,256.0,0.5,0.017401,7.675138,1,2,Critical
1773165650.5,1,256.0,256.0,0.0,0.183382,7.631917,0,1,Critical
1773165650.501,1,256.0,256.0,0.0,0.17345,7.726045,0,1,Critical
1773165650.502,1,256.0,256.0,0.0,7.436784,7.718613,0,1,Critical
1773165650.505,1,1024.0,256.0,0.75,0.03139,7.643747,3,4,Critical
1773165650.511,1,2816.0,256.0,0.909091,0.109779,7.533968,10,11,Critical
1773165650.511,1,256.0,256.0,0.0,0.105462,7.63943,0,1,Critical
1773165650.512,1,256.0,256.0,0.0,7.501391,7.640771,0,1,Critical
1773165650.517,1,1024.0,256.0,0.75,0.036805,7.602625,3,4,Critical
1773165655.476,8,2263552.0,495616.0,0.781045,0.39764,0.166698,6906,8842,Critical
1773165655.477,1,512.0,256.0,0.5,7.369587,7.64113,1,2,Critical
1773165655.478,1,1024.0,256.0,0.75,7.384321,7.659556,3,4,Critical
1773165655.48,1,6656.0,256.0,0.961538,7.198256,7.465165,25,26,Critical
1773165655.485,1,256.0,256.0,0.0,0.074579,7.763549,0,1,Critical
1773165655.486,1,2048.0,256.0,0.875,0.084517,7.679032,7,8,Critical
1773165655.486,1,1536.0,256.0,0.833333,7.377993,7.558632,5,6,Critical
1773165655.49,1,3072.0,256.0,0.916667,0.12206,7.556972,11,12,Critical
1773165655.501,0,0.0,0.0,0.0,0.0,0.0,0,0,Critical
1773165655.512,0,0.0,0.0,0.0,0.0,0.0,0,0,Critical
1773165655.516,1,768.0,256.0,0.666667,0.005895,7.551077,2,3,Critical
1773165655.516,1,256.0,256.0,0.0,0.010895,7.630234,0,1,Critical
1773165655.517,1,256.0,256.0,0.0,0.317626,7.868703,0,1,Critical
1773165655.519,1,256.0,256.0,0.0,0.184154,7.649318,0,1,Critical
1773165655.527,1,256.0,256.0,0.0,7.473257,7.723725,0,1,Critical
1773165655.527,1,9216.0,256.0,0.972222,7.820208,0.048495,35,36,Critical
1773165655.529,2,1792.0,512.0,0.714286,0.07576,7.610762,5,7,Critical
1773165655.529,1,2816.0,256.0,0.909091,7.627387,0.032169,10,11,Critical
1773165655.53,1,256.0,256.0,0.0,7.637657,7.669826,0,1,Critical
1773165655.53,1,1792.0,256.0,0.857143,0.071408,7.525255,6,7,Critical
1773165660.48,8,2183168.0,486912.0,0.77697,0.381585,0.089276,6626,8528,Critical
1773165660.481,1,256.0,256.0,0.0,0.052706,7.628245,0,1,Critical
1773165660.488,2,512.0,512.0,0.0,3.809734,7.727673,0,2,Critical
1773165660.493,1,512.0,256.0,0.5,7.368292,7.531686,1,2,Critical
1773165660.493,1,1024.0,256.0,0.75,0.084138,7.683521,3,4,Critical
1773165660.495,2,3840.0,768.0,0.8,2.609957,7.628184,12,15,Critical
1773165660.501,1,1024.0,256.0,0.75,0.035616,7.616983,3,4,Critical
1773165660.506,1,512.0,256.0,0.5,7.436114,7.593498,1,2,Critical
1773165660.512,1,256.0,256.0,0.0,0.063362,7.680345,0,1,Critical
1773165660.514,1,1792.0,256.0,0.857143,7.57564,0.017858,6,7,Critical
1773165660.516,1,6912.0,768.0,0.888889,0.111521,7.652982,24,27,Critical
1773165660.517,1,256.0,256.0,0.0,0.157826,7.64363,0,1,Critical
1773165660.52,1,2048.0,256.0,0.875,0.075193,7.605151,7,8,Critical
1773165660.521,1,768.0,256.0,0.666667,0.030909,7.574242,2,3,Critical
1773165660.524,1,256.0,256.0,0.0,0.069761,7.713391,0,1,Critical
1773165660.532,2,4864.0,512.0,0.894737,3.727728,7.623644,17,19,Critical
1773165660.536,1,2816.0,256.0,0.909091,7.540301,0.033941,10,11,Critical
1773165660.538,1,256.0,256.0,0.0,7.578391,7.612332,0,1,Critical
1773165660.541,1,256.0,256.0,0.0,0.101838,7.633524,0,1,Critical
1773165660.542,1,256.0,256.0,0.0,0.218595,7.825015,0,1,Critical
1773165665.483,8,2264576.0,497152.0,0.780466,0.439492,0.115432,6904,8846,Critical
1773165665.486,1,256.0,256.0,0.0,7.630901,7.86655,0,1,Critical
1773165665.488,2,6144.0,512.0,0.916667,0.125497,7.590388,22,24,Critical
1773165665.491,1,1280.0,256.0,0.8,0.048825,7.594522,4,5,Critical
1773165665.497,1,256.0,256.0,0.0,0.218747,7.73042,0,1,Critical
1773165665.499,1,1792.0,256.0,0.857143,7.360725,7.666765,6,7,Critical
1773165665.501,1,256.0,256.0,0.0,0.129269,7.666699,0,1,Critical
1773165665.502,1,2560.0,256.0,0.9,0.093875,7.500647,9,10,Critical
1773165665.504,1,256.0,256.0,0.0,7.534914,7.668247,0,1,Critical
1773165665.506,1,2304.0,256.0,0.888889,7.33863,7.687348,8,9,Critical
1773165665.508,1,256.0,256.0,0.0,0.027956,7.694654,0,1,Critical
1773165665.511,1,256.0,256.0,0.0,0.155574,7.65622,0,1,Critical
1773165665.514,1,3584.0,256.0,0.928571,0.268615,7.597935,13,14,Critical
1773165665.515,1,256.0,256.0,0.0,0.063828,7.661763,0,1,Critical
1773165665.524,1,256.0,256.0,0.0,0.029186,7.690949,0,1,Critical
1773165665.525,1,1280.0,256.0,0.8,0.039045,7.617176,4,5,Critical
1773165665.526,1,768.0,256.0,0.666667,0.040426,7.646921,2,3,Critical
1773165665.529,1,2048.0,256.0,0.875,0.078817,7.538358,7,8,Critical
1773165665.532,1,256.0,256.0,0.0,0.189863,7.836785,0,1,Critical
1773165665.532,1,768.0,256.0,0.666667,0.007955,7.686699,2,3,Critical
1773165670.483,8,2006272.0,475648.0,0.762919,0.35537,0.120413,5979,7837,Critical
1773165670.49,1,768.0,256.0,0.666667,7.415045,7.791896,2,3,Critical
1773165670.492,1,512.0,256.0,0.5,7.374488,7.810452,1,2,Critical
1773165670.494,1,256.0,256.0,0.0,0.031818,7.834001,0,1,Critical
1773165670.496,1,1280.0,256.0,0.8,7.4026,7.782316,4,5,Critical
1773165670.505,1,512.0,256.0,0.5,7.455866,7.811703,1,2,Critical
1773165670.507,1,256.0,256.0,0.0,0.003912,7.787984,0,1,Critical
1773165670.508,1,768.0,256.0,0.666667,0.028076,7.783628,2,3,Critical
1773165670.511,2,1024.0,512.0,0.5,0.028886,7.792948,2,4,Critical
1773165670.519,1,512.0,256.0,0.5,0.040879,7.748371,1,2,Critical
1773165670.523,1,256.0,256.0,0.0,0.057753,7.845737,0,1,Critical
1773165670.525,1,512.0,256.0,0.5,7.47879,7.759177,1,2,Critical
1773165670.526,1,256.0,256.0,0.0,7.482199,7.825576,0,1,Critical
1773165670.531,2,1792.0,512.0,0.714286,3.742759,7.837737,5,7,Critical
1773165670.538,1,256.0,256.0,0.0,0.049312,7.876516,0,1,Critical
1773165670.542,1,256.0,256.0,0.0,0.002744,7.807708,0,1,Critical
1773165670.545,1,3328.0,256.0,0.923077,0.127048,7.721223,12,13,Critical
1773165670.548,2,512.0,512.0,0.0,0.07688,7.786343,0,2,Critical
1773165670.556,1,768.0,256.0,0.666667,0.029937,7.8158,2,3,Critical
1773165670.561,1,512.0,256.0,0.5,0.000375,7.748746,1,2,Critical
1773165675.487,8,1555200.0,457728.0,0.705679,0.302937,0.207874,4287,6075,Critical
1773165675.493,1,256.0,256.0,0.0,7.563669,7.864297,0,1,Critical
1773165675.497,1,2048.0,256.0,0.875,0.163944,7.700353,7,8,Critical
1773165675.5,1,256.0,256.0,0.0,7.458745,7.810039,0,1,Critical
1773165675.5,1,256.0,256.0,0.0,7.483707,7.808626,0,1,Critical
1773165675.503,1,3584.0,256.0,0.928571,0.145407,7.663219,13,14,Critical
1773165675.504,1,256.0,256.0,0.0,0.134432,7.834785,0,1,Critical
1773165675.506,1,1024.0,256.0,0.75,7.381939,7.769358,3,4,Critical
1773165675.512,1,2560.0,256.0,0.9,0.200996,7.633789,9,10,Critical
1773165675.512,1,256.0,256.0,0.0,0.124718,7.787937,0,1,Critical
1773165675.519,1,1024.0,256.0,0.75,0.010378,7.848243,3,4,Critical
1773165675.527,1,1024.0,256.0,0.75,7.417833,7.802176,3,4,Critical
1773165675.529,1,256.0,256.0,0.0,0.018584,7.783592,0,1,Critical
1773165675.531,1,256.0,256.0,0.0,7.415437,7.758188,0,1,Critical
1773165675.531,1,256.0,256.0,0.0,0.080462,7.714252,0,1,Critical
1773165675.531,2,5376.0,512.0,0.904762,0.119958,7.665807,19,21,Critical
1773165675.535,1,256.0,256.0,0.0,0.087905,7.716004,0,1,Critical
1773165675.536,1,256.0,256.0,0.0,0.148907,7.852421,0,1,Critical
1773165675.538,1,256.0,256.0,0.0,0.161575,7.877579,0,1,Critical
1773165675.543,1,512.0,256.0,0.5,7.596291,7.895156,1,2,Critical
1773165680.492,8,1545984.0,462592.0,0.700778,0.285433,0.247126,4232,6039,Critical
1773165680.493,1,256.0,256.0,0.0,7.516052,7.784741,0,1,Critical
1773165680.493,1,256.0,256.0,0.0,0.022309,7.768398,0,1,Critical
1773165680.501,1,256.0,256.0,0.0,0.081477,7.849875,0,1,Critical
1773165680.509,1,256.0,256.0,0.0,0.048044,7.799062,0,1,Critical
1773165680.52,0,0.0,0.0,0.0,0.0,0.0,0,0,Critical
1773165680.521,1,2048.0,256.0,0.875,7.326881,7.777109,7,8,Critical
1773165680.529,1,3072.0,256.0,0.916667,0.102878,7.746997,11,12,Critical
1773165680.539,3,3584.0,768.0,0.785714,2.51086,7.746413,11,14,Critical
1773165680.541,1,256.0,256.0,0.0,0.163469,7.826564,0,1,Critical
1773165680.544,1,1792.0,256.0,0.857143,0.127404,7.649705,6,7,Critical
1773165680.547,1,768.0,256.0,0.666667,7.489255,7.776994,2,3,Critical
1773165680.551,1,1024.0,256.0,0.75,0.037021,7.789543,3,4,Critical
1773165680.559,1,4096.0,256.0,0.9375,0.159216,7.630327,15,16,Critical
1773165680.562,1,768.0,256.0,0.666667,0.008349,7.800196,2,3,Critical
1773165680.565,1,512.0,256.0,0.5,7.426723,7.763564,1,2,Critical
1773165680.566,1,512.0,256.0,0.5,0.01728,7.782917,1,2,Critical
1773165680.569,1,256.0,256.0,0.0,0.216171,7.865876,0,1,Critical
1773165680.572,1,256.0,256.0,0.0,0.052864,7.820462,0,1,Critical
1773165680.573,1,768.0,256.0,0.666667,0.06466,7.801216,2,3,Critical
1773165685.492,8,1533440.0,446208.0,0.709015,0.399806,0.206059,4247,5990,Critical
1773165685.494,1,1280.0,256.0,0.8,7.405967,7.797219,4,5,Critical
1773165685.496,1,256.0,256.0,0.0,0.06639,7.849797,0,1,Critical
1773165685.5,2,4352.0,512.0,0.882353,0.097913,7.75218,15,17,Critical
1773165685.51,2,768.0,512.0,0.333333,7.469601,7.801981,1,3,Critical
1773165685.512,1,256.0,256.0,0.0,0.043306,7.723861,0,1,Critical
1773165685.513,2,2816.0,512.0,0.818182,0.081962,7.767332,9,11,Critical
1773165685.514,1,1536.0,256.0,0.833333,7.366519,7.735809,5,6,Critical
1773165685.52,1,256.0,256.0,0.0,0.055862,7.779723,0,1,Critical
1773165685.522,1,256.0,256.0,0.0,0.133328,7.856905,0,1,Critical
1773165685.522,1,256.0,256.0,0.0,0.001234,7.723577,0,1,Critical
1773165685.523,1,1792.0,256.0,0.857143,7.360048,7.691719,6,7,Critical
1773165685.527,1,512.0,256.0,0.5,7.406005,7.806054,1,2,Critical
1773165685.53,1,1536.0,256.0,0.833333,0.055705,7.801201,5,6,Critical
1773165685.533,1,256.0,256.0,0.0,0.013906,7.815106,0,1,Critical
1773165685.537,1,256.0,256.0,0.0,0.003716,7.813569,0,1,Critical
1773165685.538,1,256.0,256.0,0.0,0.126422,7.862232,0,1,Critical
1773165685.539,3,1024.0,768.0,0.25,0.02885,7.821144,1,4,Critical
1773165685.541,1,256.0,256.0,0.0,0.119839,7.811558,0,1,Critical
1773165685.546,1,1792.0,256.0,0.857143,0.072059,7.71666,6,7,Critical
1773165690.497,8,1566976.0,455168.0,0.709525,0.31726,0.221312,4343,6121,Critical
1773165690.498,1,1792.0,256.0,0.857143,0.072376,7.796906,6,7,Critical
1773165690.498,1,256.0,256.0,0.0,0.188713,7.869282,0,1,Critical
1773165690.503,1,768.0,256.0,0.666667,7.416253,7.806067,2,3,Critical
1773165690.511,1,1024.0,256.0,0.75,0.030218,7.766688,3,4,Critical
1773165690.512,1,256.0,256.0,0.0,7.421449,7.763072,0,1,Critical
1773165690.517,1,1024.0,256.0,0.75,0.034543,7.732144,3,4,Critical
1773165690.521,2,512.0,512.0,0.0,3.749344,7.783125,0,2,Critical
1773165690.523,1,256.0,256.0,0.0,0.008931,7.790268,0,1,Critical
1773165690.527,1,1536.0,512.0,0.666667,0.044403,7.799538,4,6,Critical
1773165690.528,1,1536.0,256.0,0.833333,7.379609,7.68773,5,6,Critical
1773165690.529,1,256.0,256.0,0.0,7.505375,7.832821,0,1,Critical
1773165690.531,1,1024.0,256.0,0.75,0.0812,7.751621,3,4,Critical
1773165690.539,1,256.0,256.0,0.0,0.154292,7.842022,0,1,Critical
1773165690.541,1,2304.0,256.0,0.888889,0.182215,7.659807,8,9,Critical
1773165690.545,2,512.0,512.0,0.0,0.078017,7.776004,0,2,Critical
1773165690.545,1,256.0,256.0,0.0,0.02159,7.827658,0,1,Critical
1773165690.546,1,1792.0,256.0,0.857143,0.143512,7.684145,6,7,Critical
1773165690.55,1,256.0,256.0,0.0,7.497729,7.786307,0,1,Critical
1773165690.552,1,256.0,256.0,0.0,0.01435,7.787375,0,1,Critical
1773165695.498,8,1479936.0,451584.0,0.694862,0.303554,0.264504,4017,5781,Critical
1773165695.5,1,256.0,256.0,0.0,7.570957,7.875378,0,1,Critical
1773165695.502,1,256.0,256.0,0.0,7.57891,7.891252,0,1,Critical
1773165695.503,1,256.0,256.0,0.0,7.564483,7.865347,0,1,Critical
1773165695.512,1,1024.0,256.0,0.75,7.45295,7.791999,3,4,Critical
1773165695.514,1,256.0,256.0,0.0,0.004077,7.879455,0,1,Critical
1773165695.521,1,1024.0,256.0,0.75,7.444061,7.813621,3,4,Critical
1773165695.527,1,3072.0,256.0,0.916667,0.101581,7.789671,11,12,Critical
1773165695.529,1,256.0,256.0,0.0,0.02025,7.825214,0,1,Critical
1773165695.529,2,3584.0,512.0,0.857143,3.743611,7.833336,12,14,Critical
1773165695.529,1,256.0,256.0,0.0,0.131346,7.944967,0,1,Critical
1773165695.532,1,768.0,256.0,0.666667,7.371043,7.73877,2,3,Critical
1773165695.533,1,512.0,256.0,0.5,0.01677,7.804437,1,2,Critical
1773165695.537,1,256.0,256.0,0.0,0.140386,7.944823,0,1,Critical
1773165695.538,1,1536.0,256.0,0.833333,0.061863,7.88296,5,6,Critical
1773165695.538,1,512.0,256.0,0.5,0.009541,7.780129,1,2,Critical
1773165695.539,1,768.0,256.0,0.666667,0.03085,7.85211,2,3,Critical
1773165695.542,1,2560.0,256.0,0.9,0.193377,7.75159,9,10,Critical
1773165695.545,1,1024.0,256.0,0.75,0.066885,7.758329,3,4,Critical
1773165695.545,1,2048.0,256.0,0.875,0.076958,7.775152,7,8,Critical
1773165700.505,8,1518336.0,451328.0,0.702748,0.287063,0.21416,4168,5931,Critical
1773165700.505,2,3072.0,512.0,0.833333,7.352011,7.658375,10,12,Critical
1773165700.509,1,256.0,256.0,0.0,7.483979,7.710307,0,1,Critical
1773165700.51,1,3072.0,256.0,0.916667,7.33674,7.586897,11,12,Critical
1773165700.518,1,2304.0,256.0,0.888889,7.377005,7.648129,8,9,Critical
1773165700.52,1,256.0,256.0,0.0,7.442369,7.682089,0,1,Critical
1773165700.523,1,256.0,256.0,0.0,0.129107,7.716005,0,1,Critical
1773165700.525,1,512.0,256.0,0.5,0.015233,7.632895,1,2,Critical
1773165700.53,1,256.0,256.0,0.0,0.084743,7.733802,0,1,Critical
1773165700.53,2,1792.0,512.0,0.714286,0.05909,7.628674,5,7,Critical
1773165700.535,4,2304.0,1024.0,0.555556,1.89387,7.68946,5,9,Critical
1773165700.538,1,256.0,256.0,0.0,0.090742,7.699031,0,1,Critical
1773165700.54,1,256.0,256.0,0.0,0.01472,7.7039,0,1,Critical
1773165700.542,1,768.0,256.0,0.666667,0.019997,7.713804,2,3,Critical
1773165700.542,1,1280.0,256.0,0.8,0.09978,7.599251,4,5,Critical
1773165700.543,1,768.0,256.0,0.666667,0.030383,7.683422,2,3,Critical
1773165700.544,1,256.0,256.0,0.0,0.011916,7.695338,0,1,Critical
1773165700.545,1,1536.0,256.0,0.833333,0.052588,7.632948,5,6,Critical
1773165700.554,1,256.0,256.0,0.0,0.092912,7.725861,0,1,Critical
1773165700.561,1,512.0,256.0,0.5,0.020514,7.683386,1,2,Critical
1773165705.504,8,1307648.0,441600.0,0.662294,0.258197,0.129486,3383,5108,Critical
1773165705.508,1,256.0,256.0,0.0,7.443506,7.680852,0,1,Critical
1773165705.51,1,256.0,256.0,0.0,7.440951,7.693058,0,1,Critical
1773165705.514,1,2048.0,256.0,0.875,7.335481,7.621782,7,8,Critical
1773165705.523,1,512.0,256.0,0.5,7.446172,7.63188,1,2,Critical
1773165705.525,1,256.0,256.0,0.0,0.073903,7.695684,0,1,Critical
1773165705.527,2,2816.0,512.0,0.818182,0.054772,7.652623,9,11,Critical
1773165705.527,1,256.0,256.0,0.0,0.046248,7.678128,0,1,Critical
1773165705.528,1,1024.0,256.0,0.75,0.079775,7.615909,3,4,Critical
1773165705.531,1,1280.0,256.0,0.8,0.049468,7.650461,4,5,Critical
1773165705.534,1,256.0,256.0,0.0,0.108823,7.724732,0,1,Critical
1773165705.54,1,512.0,256.0,0.5,7.39532,7.632675,1,2,Critical
1773165705.545,1,256.0,256.0,0.0,0.091711,7.697027,0,1,Critical
1773165705.55,2,768.0,512.0,0.333333,0.030777,7.670641,1,3,Critical
1773165705.561,0,0.0,0.0,0.0,0.0,0.0,0,0,Critical
1773165705.564,1,768.0,256.0,0.666667,0.016711,7.632046,2,3,Critical
1773165705.568,1,1536.0,256.0,0.833333,7.404546,7.58607,5,6,Critical
1773165705.568,1,1536.0,256.0,0.833333,0.089189,7.635543,5,6,Critical
1773165705.569,1,1280.0,256.0,0.8,0.042654,7.638198,4,5,Critical
1773165705.571,1,256.0,256.0,0.0,0.035414,7.73244,0,1,Critical
1773165710.508,8,1312256.0,439296.0,0.665236,0.28531,0.135449,3410,5126,Critical
1773165710.51,1,256.0,256.0,0.0,7.603533,7.753797,0,1,Critical
1773165710.513,1,1280.0,256.0,0.8,0.107671,7.646126,4,5,Critical
1773165710.52,1,2304.0,256.0,0.888889,0.081483,7.610259,8,9,Critical
1773165710.527,1,256.0,256.0,0.0,0.034706,7.680833,0,1,Critical
1773165710.531,1,2816.0,512.0,0.818182,3.739758,7.657956,9,11,Critical
1773165710.533,1,512.0,256.0,0.5,0.036241,7.644592,1,2,Critical
1773165710.534,1,256.0,256.0,0.0,0.004202,7.614461,0,1,Critical
