timestamp,bandwidth_usage_bps,throughput_bps,packet_loss_rate,jitter,avg_delay,active_devices,packets_per_window,network_condition,predictor_source,prediction_confidence,estimated_lost_bytes,reordered_recovered_packets,receiver_overloaded,drain_max_ms,drain_avg_ms,drain_budget_hits,drain_backlog_hits
1778418862.343,24576.0,24576.0,0.0,2.35637,12.412265,4,96,Stable,model,0.9996,0,0,0,0.234,0.071,0,0
1778418862.594,24576.0,24320.0,0.010417,2.15244,12.00433,4,96,Stable,model,0.9999,64,0,0,0.276,0.075,0,0
1778418862.843,24064.0,24064.0,0.0,2.310799,12.573957,4,94,Stable,model,0.9998,0,0,0,0.208,0.064,0,0
1778418863.092,24832.0,24576.0,0.010309,2.57347,12.673333,4,97,Stable,model,0.9998,64,0,1,0.131,0.059,0,2
1778418863.35,1536.0,1536.0,0.0,3.151933,13.390342,4,6,Stable,model,0.9997,0,0,0,0.082,0.059,0,0
1778418863.599,0.0,0.0,0.0,0.0,0.0,0,0,Stable,model,0.9992,0,0,0,0.0,0.0,0,0
1778418863.845,15872.0,15872.0,0.0,2.000193,12.720016,4,62,Stable,model,0.9986,0,0,1,0.147,0.063,0,1
1778418864.094,24576.0,24320.0,0.010417,2.272245,12.461931,4,96,Stable,model,0.9999,64,0,0,0.273,0.076,0,0
1778418864.343,24320.0,24320.0,0.0,2.444257,12.397269,4,95,Stable,model,0.9998,0,0,0,0.173,0.068,0,0
1778418864.595,24576.0,24576.0,0.0,1.74472,11.825353,4,96,Stable,model,0.9998,0,0,0,0.218,0.061,0,0
1778418864.843,23808.0,23040.0,0.032258,2.122604,12.491637,4,93,Unstable,model,0.7276,192,0,0,0.195,0.065,0,0
1778418865.093,3328.0,3328.0,0.0,4.218523,14.741916,4,13,Stable,model,0.9986,0,0,0,0.11,0.078,0,0
1778418865.346,0.0,0.0,0.0,0.0,0.0,0,0,Stable,model,0.998,0,0,0,0.0,0.0,0,0
1778418865.6,0.0,0.0,0.0,0.0,0.0,0,0,Stable,model,0.9995,0,0,0,0.0,0.0,0,0
1778418865.843,19200.0,19200.0,0.0,2.031209,11.94842,4,75,Stable,model,0.9985,0,0,1,0.278,0.074,0,2
1778418866.095,24576.0,24576.0,0.0,1.995621,12.443947,4,96,Stable,model,0.9998,0,0,1,0.268,0.062,0,1
1778418866.342,24064.0,24064.0,0.0,2.671549,12.540307,4,94,Stable,model,0.9997,0,0,1,0.144,0.067,0,2
1778418866.592,4172.0,4172.0,0.0,1.853228,12.519383,4,10,Stable,model,0.9997,0,0,0,0.302,0.127,0,0
1778418866.845,0.0,0.0,0.0,0.0,0.0,0,0,Stable,model,0.9994,0,0,0,0.0,0.0,0,0
1778418867.092,15616.0,15616.0,0.0,1.904417,12.409675,4,61,Stable,model,0.999,0,0,1,0.117,0.056,0,1
1778418867.342,24832.0,24832.0,0.0,2.285458,12.449594,4,97,Stable,model,0.9998,0,0,1,0.339,0.076,0,1
1778418867.598,24576.0,24320.0,0.010417,2.506858,12.466536,4,96,Stable,model,0.9999,64,0,0,0.235,0.066,0,0
1778418867.842,123136.0,122880.0,0.002079,19.158058,1.805033,4,481,Unstable,model,0.8835,64,0,0,0.293,0.079,0,0
1778418868.096,4096.0,4096.0,0.0,5.888253,15.747786,4,16,Stable,model,0.9989,0,0,0,0.155,0.107,0,0
1778418868.344,0.0,0.0,0.0,0.0,0.0,0,0,Stable,model,0.999,0,0,0,0.0,0.0,0,0
1778418868.597,256.0,256.0,0.0,0.093222,12.384892,1,1,Stable,model,0.9991,0,0,0,0.072,0.072,0,0
1778418868.85,0.0,0.0,0.0,0.0,0.0,0,0,Stable,model,0.9981,0,0,0,0.0,0.0,0,0
1778418869.091,0.0,0.0,0.0,0.0,0.0,0,0,Stable,model,0.9996,0,0,0,0.0,0.0,0,0
1778418869.343,0.0,0.0,0.0,0.0,0.0,0,0,Stable,model,0.9996,0,0,0,0.0,0.0,0,0
1778418869.601,8448.0,8448.0,0.0,1.910925,12.562123,1,22,Stable,model,0.999,0,0,0,0.224,0.09,0,0
1778418869.841,8448.0,8448.0,0.0,2.00691,12.282675,1,22,Stable,model,0.9998,0,0,0,0.146,0.082,0,0
1778418870.098,9984.0,9984.0,0.0,2.336511,12.822087,1,26,Stable,model,0.9996,0,0,0,0.128,0.087,0,0
1778418870.343,8832.0,8448.0,0.043478,2.855138,13.02019,1,23,Unstable,model,0.7841,96,0,0,0.165,0.075,0,0
1778418870.595,9216.0,9216.0,0.0,2.890736,12.158831,1,24,Stable,model,0.9994,0,0,0,0.216,0.098,0,0
1778418870.844,9216.0,9216.0,0.0,2.10618,12.668024,1,24,Stable,model,0.9987,0,0,0,0.221,0.076,0,0
1778418871.1,8832.0,8832.0,0.0,2.253874,12.841619,1,23,Stable,model,0.9997,0,0,0,0.119,0.076,0,0
1778418871.348,9600.0,9600.0,0.0,2.36084,12.882061,1,25,Stable,model,0.9997,0,0,0,0.169,0.091,0,0
1778418871.601,8832.0,8832.0,0.0,2.492842,12.778096,1,23,Stable,model,0.9998,0,0,0,0.152,0.074,0,0
1778418871.842,12288.0,12288.0,0.0,2.725847,13.191871,2,32,Stable,model,0.9998,0,0,0,0.154,0.079,0,0
1778418872.094,18432.0,18432.0,0.0,2.5946,12.501583,2,48,Stable,model,0.9998,0,0,1,0.361,0.106,0,1
1778418872.343,7020.0,7020.0,0.0,3.613299,14.412577,4,11,Stable,model,0.9997,0,0,0,0.199,0.139,0,0
1778418872.598,0.0,0.0,0.0,0.0,0.0,0,0,Stable,model,0.999,0,0,0,0.0,0.0,0,0
1778418872.851,0.0,0.0,0.0,0.0,0.0,0,0,Stable,model,0.9998,0,0,0,0.0,0.0,0,0
1778418873.097,13824.0,13824.0,0.0,3.026618,12.187123,2,36,Stable,model,0.9995,0,0,0,0.176,0.089,0,0
1778418873.347,18048.0,17664.0,0.021277,2.809576,12.235087,2,47,Stable,model,0.9987,96,0,0,0.316,0.077,0,0
1778418873.593,26880.0,26496.0,0.014286,2.033057,12.023363,3,70,Stable,model,0.9998,96,0,0,0.382,0.095,0,0
1778418873.842,26880.0,26880.0,0.0,1.991551,12.491468,3,70,Stable,model,0.9998,0,0,0,0.226,0.096,0,0
1778418874.096,28416.0,28416.0,0.0,2.27768,12.274056,3,74,Stable,model,0.9997,0,0,0,0.197,0.082,0,0
1778418874.342,27264.0,27264.0,0.0,2.138067,12.219285,3,71,Stable,model,0.9997,0,0,0,0.174,0.068,0,0
1778418874.596,27648.0,27648.0,0.0,2.303484,11.940079,3,72,Stable,model,0.9997,0,0,0,0.139,0.074,0,0
1778418874.846,27264.0,27264.0,0.0,2.082388,12.055226,3,71,Stable,model,0.9999,0,0,1,0.211,0.098,0,1
1778418875.098,3840.0,3840.0,0.0,5.500579,13.853621,3,10,Stable,model,0.9981,0,0,0,0.169,0.087,0,0
1778418875.344,0.0,0.0,0.0,0.0,0.0,0,0,Stable,model,0.9986,0,0,0,0.0,0.0,0,0
1778418875.599,0.0,0.0,0.0,0.0,0.0,0,0,Stable,model,0.9998,0,0,0,0.0,0.0,0,0
1778418875.843,21888.0,21888.0,0.0,2.189791,12.355461,3,57,Stable,model,0.9995,0,0,0,0.634,0.088,0,0
1778418876.094,27648.0,27648.0,0.0,1.991517,11.89715,3,72,Stable,model,0.9999,0,0,0,0.117,0.062,0,0
1778418876.345,27648.0,27648.0,0.0,2.101276,12.184726,3,72,Stable,model,0.9999,0,0,0,0.227,0.073,0,0
1778418876.592,27264.0,27264.0,0.0,1.897298,12.272304,3,71,Stable,model,0.9999,0,0,1,0.52,0.097,0,2
1778418876.842,1920.0,1920.0,0.0,0.646496,11.618948,3,5,Stable,model,0.9997,0,0,0,0.148,0.087,0,0
1778418877.099,0.0,0.0,0.0,0.0,0.0,0,0,Stable,model,0.9989,0,0,0,0.0,0.0,0,0
1778418877.345,17664.0,17664.0,0.0,1.904446,11.805643,3,46,Stable,model,0.9995,0,0,0,0.324,0.086,0,0
1778418877.594,27648.0,27648.0,0.0,1.893279,12.150572,3,72,Stable,model,0.9999,0,0,0,0.196,0.079,0,0
1778418877.844,27264.0,27264.0,0.0,2.337892,12.292174,3,71,Stable,model,0.9999,0,0,0,0.155,0.075,0,0
1778418878.092,29568.0,29568.0,0.0,1.70256,11.916227,4,112,Stable,model,0.9999,0,0,1,0.163,0.075,0,1
1778418878.346,30208.0,29952.0,0.008475,2.249072,12.068025,4,118,Stable,model,0.9999,64,0,0,0.225,0.075,0,0
1778418878.592,29696.0,29696.0,0.0,2.042544,11.949177,4,116,Stable,model,0.9998,0,0,1,0.201,0.06,0,1
1778418878.849,5704.0,5704.0,0.0,3.169358,12.423947,4,16,Stable,model,0.9997,0,0,0,0.151,0.087,0,0
1778418879.097,0.0,0.0,0.0,0.0,0.0,0,0,Stable,model,0.9992,0,0,0,0.0,0.0,0,0
1778418879.341,23296.0,23296.0,0.0,2.04914,12.029823,4,91,Stable,model,0.9987,0,0,0,0.106,0.054,0,0
1778418879.592,30208.0,29696.0,0.016949,2.130309,11.947661,4,118,Stable,model,0.9999,128,0,1,0.245,0.061,0,2
1778418879.844,30464.0,30208.0,0.008403,2.078543,12.02313,4,119,Stable,model,0.9999,64,0,1,0.358,0.076,0,1
1778418880.094,3328.0,3328.0,0.0,3.694663,12.747324,4,13,Stable,model,0.9997,0,0,0,0.137,0.095,0,0
1778418880.341,0.0,0.0,0.0,0.0,0.0,0,0,Stable,model,0.9992,0,0,0,0.0,0.0,0,0
1778418880.601,0.0,0.0,0.0,0.0,0.0,0,0,Stable,model,0.9997,0,0,0,0.0,0.0,0,0
1778418880.841,18688.0,18688.0,0.0,2.412365,12.850258,4,73,Stable,model,0.9989,0,0,0,0.148,0.07,0,0
1778418881.093,30720.0,30720.0,0.0,2.051741,13.183159,4,120,Stable,model,0.9998,0,0,0,0.196,0.064,0,0
1778418881.342,30208.0,30208.0,0.0,2.476371,13.147201,4,118,Stable,model,0.9998,0,1,0,0.156,0.059,0,0
1778418881.595,30464.0,30464.0,0.0,2.10745,13.174043,4,119,Stable,model,0.9996,0,0,1,0.469,0.087,0,1
1778418881.849,2816.0,2816.0,0.0,2.806013,13.831117,4,11,Stable,model,0.9996,0,0,0,0.133,0.089,0,0
1778418882.096,0.0,0.0,0.0,0.0,0.0,0,0,Stable,model,0.9991,0,0,0,0.0,0.0,0,0
1778418882.343,15360.0,15104.0,0.016667,2.125918,12.771691,4,60,Stable,model,0.9993,64,0,0,0.21,0.08,0,0
1778418882.592,24576.0,24576.0,0.0,2.157564,13.131842,4,96,Stable,model,0.9999,0,0,0,0.155,0.071,0,0
1778418882.844,24576.0,24320.0,0.010417,2.373846,13.093374,4,96,Stable,model,0.9997,64,0,1,0.215,0.06,0,1
1778418883.1,4284.0,4284.0,0.0,2.229691,13.64603,4,10,Stable,model,0.9999,0,0,0,0.171,0.089,0,0
1778418883.352,0.0,0.0,0.0,0.0,0.0,0,0,Stable,model,0.9992,0,0,0,0.0,0.0,0,0
1778418883.591,15360.0,15360.0,0.0,3.012649,13.825516,7,60,Stable,model,0.998,0,0,0,0.117,0.058,0,0
1778418883.845,24576.0,24576.0,0.0,2.627159,12.931131,4,96,Stable,model,0.9997,0,0,1,0.177,0.06,0,2
1778418884.092,24320.0,24064.0,0.010526,2.377381,13.358682,4,95,Stable,model,0.9999,64,0,0,0.257,0.079,0,0
1778418884.347,24832.0,24832.0,0.0,2.067163,13.293888,4,97,Stable,model,0.9999,0,0,0,0.161,0.066,0,0
1778418884.598,25344.0,25344.0,0.0,2.482518,12.810064,7,99,Stable,model,0.9998,0,0,1,0.325,0.069,0,1
1778418884.843,4960.0,4960.0,0.0,2.705556,13.590923,4,13,Stable,model,0.9997,0,0,0,0.156,0.09,0,0
1778418885.091,0.0,0.0,0.0,0.0,0.0,0,0,Stable,model,0.9984,0,0,0,0.0,0.0,0,0
1778418885.349,0.0,0.0,0.0,0.0,0.0,0,0,Stable,model,0.9995,0,0,0,0.0,0.0,0,0
1778418885.594,16384.0,16384.0,0.0,2.971701,13.635058,8,64,Stable,model,0.998,0,0,0,0.124,0.06,0,0
1778418885.842,24064.0,23808.0,0.010638,2.393084,13.144114,4,94,Stable,model,0.9998,64,0,0,0.445,0.087,0,0
1778418886.092,24064.0,24064.0,0.0,2.231859,12.986077,4,94,Stable,model,0.9999,0,0,0,0.136,0.064,0,0
1778418886.344,24576.0,24576.0,0.0,2.629466,12.976346,4,96,Stable,model,0.9997,0,0,1,0.253,0.063,0,1
1778418886.591,2816.0,2816.0,0.0,4.491871,15.05169,4,11,Stable,model,0.9991,0,0,0,0.085,0.063,0,0
1778418886.844,0.0,0.0,0.0,0.0,0.0,0,0,Stable,model,0.9981,0,0,0,0.0,0.0,0,0
1778418887.101,0.0,0.0,0.0,0.0,0.0,0,0,Stable,model,0.9996,0,0,0,0.0,0.0,0,0
1778418887.344,15616.0,15616.0,0.0,2.168241,13.327923,4,61,Stable,model,0.9985,0,0,0,0.196,0.074,0,0
1778418887.593,24320.0,24320.0,0.0,2.276102,13.090498,4,95,Stable,model,0.9997,0,0,0,0.271,0.078,0,0
1778418887.842,24320.0,24320.0,0.0,2.163031,12.974119,4,95,Stable,model,0.9999,0,0,1,0.108,0.056,0,1
1778418888.094,2304.0,2304.0,0.0,2.970272,14.091969,4,9,Stable,model,0.9997,0,0,0,0.083,0.054,0,0
1778418888.35,0.0,0.0,0.0,0.0,0.0,0,0,Stable,model,0.9993,0,0,0,0.0,0.0,0,0
1778418888.592,15360.0,15360.0,0.0,2.321855,11.803655,4,60,Stable,model,0.9992,0,0,0,0.148,0.066,0,0
1778418888.844,24832.0,24320.0,0.020619,2.260447,11.837149,4,97,Stable,model,0.9998,128,0,0,0.252,0.068,0,0
1778418889.092,24576.0,24576.0,0.0,2.33109,12.380771,4,96,Stable,model,0.9999,0,0,0,0.201,0.077,0,0
1778418889.342,24320.0,23808.0,0.021053,1.928365,11.646273,4,95,Stable,model,0.9983,128,0,0,0.161,0.068,0,0
1778418889.592,24320.0,24320.0,0.0,2.578417,11.844462,4,95,Stable,model,0.9999,0,0,1,0.142,0.061,0,1
1778418889.845,3924.0,3924.0,0.0,1.956993,11.998283,4,9,Stable,model,0.9996,0,0,0,0.102,0.063,0,0
1778418890.092,0.0,0.0,0.0,0.0,0.0,0,0,Stable,model,0.9984,0,0,0,0.0,0.0,0,0
1778418890.345,0.0,0.0,0.0,0.0,0.0,0,0,Stable,model,0.9997,0,0,0,0.0,0.0,0,0
1778418890.595,16640.0,16640.0,0.0,2.116504,11.770281,4,65,Stable,model,0.999,0,0,0,0.139,0.077,0,0
1778418890.841,24320.0,24320.0,0.0,2.213817,12.011009,4,95,Stable,model,0.9997,0,0,1,0.206,0.076,0,2
1778418891.092,24320.0,24064.0,0.010526,2.285087,12.145626,4,95,Stable,model,0.9999,64,0,0,0.147,0.063,0,0
1778418891.344,24832.0,24576.0,0.010309,2.221562,11.90833,4,97,Stable,model,0.9998,64,0,0,0.141,0.066,0,0
1778418891.594,24576.0,24320.0,0.010417,1.896507,12.132687,4,96,Stable,model,0.9998,64,0,1,0.303,0.074,0,1
1778418891.849,1792.0,1792.0,0.0,2.087695,11.21504,4,7,Stable,model,0.9996,0,0,0,0.109,0.076,0,0
1778418892.093,0.0,0.0,0.0,0.0,0.0,0,0,Stable,model,0.9993,0,0,0,0.0,0.0,0,0
1778418892.346,0.0,0.0,0.0,0.0,0.0,0,0,Stable,model,0.9997,0,0,0,0.0,0.0,0,0
1778418892.593,16384.0,16384.0,0.0,2.54491,11.341475,4,64,Stable,model,0.9987,0,0,0,0.18,0.065,0,0
1778418892.842,24832.0,24832.0,0.0,2.161048,11.849342,4,97,Stable,model,0.9999,0,0,0,0.234,0.063,0,0
1778418893.093,24320.0,24320.0,0.0,2.276338,11.577212,4,95,Stable,model,0.9998,0,0,1,0.436,0.084,0,2
1778418893.347,4532.0,4532.0,0.0,2.76546,12.946627,4,11,Stable,model,0.9996,0,0,0,0.2,0.09,0,0
1778418893.595,0.0,0.0,0.0,0.0,0.0,0,0,Stable,model,0.9994,0,0,0,0.0,0.0,0,0
1778418893.842,15360.0,15360.0,0.0,1.473645,11.729407,4,60,Stable,model,0.9993,0,0,1,0.299,0.114,0,1
1778418894.092,24320.0,24320.0,0.0,2.344789,11.776866,4,95,Stable,model,0.9997,0,0,0,0.339,0.096,0,0
1778418894.342,24320.0,24064.0,0.010526,2.31371,12.160403,4,95,Stable,model,0.9999,64,0,1,0.278,0.078,0,1
1778418894.596,2560.0,2560.0,0.0,3.44007,13.604283,4,10,Stable,model,0.9998,0,0,0,0.134,0.09,0,0
1778418894.847,2140.0,2140.0,0.0,2.064943,10.520935,2,2,Stable,model,0.9996,0,0,0,0.098,0.095,0,0
1778418895.097,15616.0,15616.0,0.0,2.457548,11.872421,4,61,Stable,model,0.9996,0,0,1,0.294,0.064,0,1
1778418895.345,24576.0,24576.0,0.0,2.231772,12.1319,4,96,Stable,model,0.9996,0,1,1,0.335,0.077,0,2
1778418895.593,24064.0,24064.0,0.0,2.14893,12.163987,4,94,Stable,model,0.9999,0,0,1,0.172,0.071,0,2
1778418895.841,1792.0,1792.0,0.0,2.005509,11.680535,4,7,Stable,model,0.9998,0,0,0,0.089,0.067,0,0
1778418896.096,0.0,0.0,0.0,0.0,0.0,0,0,Stable,model,0.9982,0,0,0,0.0,0.0,0,0
1778418896.343,16384.0,16384.0,0.0,1.957823,12.302235,4,64,Stable,model,0.9996,0,0,0,0.146,0.074,0,0
1778418896.594,24576.0,24576.0,0.0,2.008592,11.990046,4,96,Stable,model,0.9999,0,0,1,0.27,0.074,0,1
1778418896.842,24320.0,23808.0,0.021053,2.161985,11.930099,4,95,Stable,model,0.9995,128,0,0,0.353,0.072,0,0
1778418897.092,24576.0,24576.0,0.0,2.097746,12.055101,4,96,Stable,model,0.9999,0,0,1,0.251,0.076,0,1
1778418897.347,2560.0,2560.0,0.0,2.131081,11.225677,4,10,Stable,model,0.9996,0,0,0,0.099,0.066,0,0
1778418897.595,0.0,0.0,0.0,0.0,0.0,0,0,Stable,model,0.9992,0,0,0,0.0,0.0,0,0
1778418897.842,15360.0,15360.0,0.0,2.124166,11.60682,4,60,Stable,model,0.9983,0,0,0,0.226,0.079,0,0
1778418898.097,24832.0,24832.0,0.0,1.864234,11.691081,4,97,Stable,model,0.9998,0,0,0,0.157,0.064,0,0
1778418898.342,24320.0,24320.0,0.0,1.955339,12.00614,4,95,Stable,model,0.9998,0,0,1,0.298,0.066,0,2
1778418898.595,2048.0,2048.0,0.0,2.870619,11.072904,4,8,Stable,model,0.9996,0,0,0,0.154,0.078,0,0
1778418898.849,0.0,0.0,0.0,0.0,0.0,0,0,Stable,model,0.9991,0,0,0,0.0,0.0,0,0
1778418899.093,15616.0,15616.0,0.0,2.37604,11.796388,4,61,Stable,model,0.9995,0,0,0,0.191,0.059,0,0
1778418899.342,132096.0,132096.0,0.0,19.146295,1.293858,4,516,Unstable,model,0.8792,0,0,0,0.282,0.081,0,0
1778418899.593,24576.0,24576.0,0.0,2.082432,11.88904,4,96,Stable,model,0.9996,0,0,1,0.344,0.079,0,3
1778418899.852,4688.0,4688.0,0.0,4.883011,13.35156,4,12,Stable,model,0.9996,0,0,0,0.218,0.1,0,0
1778418900.099,0.0,0.0,0.0,0.0,0.0,0,0,Stable,model,0.9995,0,0,0,0.0,0.0,0,0
1778418900.348,11904.0,11904.0,0.0,2.253025,12.498794,2,31,Stable,model,0.9996,0,0,0,0.196,0.078,0,0
1778418900.597,18432.0,18432.0,0.0,2.354686,12.032365,2,48,Stable,model,0.9997,0,0,0,0.136,0.091,0,0
1778418900.849,18432.0,18432.0,0.0,4.159858,13.757735,2,48,Stable,model,0.9996,0,0,0,0.161,0.073,0,0
1778418901.098,18432.0,18432.0,0.0,1.852666,11.733785,2,48,Stable,model,0.9997,0,0,0,0.154,0.079,0,0
1778418901.342,17664.0,17664.0,0.0,2.064513,12.686693,2,46,Stable,model,0.9998,0,0,0,0.17,0.084,0,0
1778418901.593,26496.0,26496.0,0.0,2.59785,12.121456,3,69,Stable,model,0.9998,0,0,1,0.196,0.09,0,1
1778418901.851,2688.0,2688.0,0.0,2.296652,12.60645,3,7,Stable,model,0.9997,0,0,0,0.18,0.083,0,0
1778418902.093,0.0,0.0,0.0,0.0,0.0,0,0,Stable,model,0.9992,0,0,0,0.0,0.0,0,0
1778418902.342,18048.0,18048.0,0.0,2.046108,11.994636,3,47,Stable,model,0.9996,0,0,1,0.194,0.079,0,1
1778418902.594,28032.0,28032.0,0.0,2.346601,11.756574,3,73,Stable,model,0.9999,0,0,1,0.153,0.07,0,1
1778418902.843,27648.0,27648.0,0.0,1.8011,12.071626,3,72,Stable,model,0.9999,0,0,0,0.125,0.061,0,0
1778418903.099,28032.0,28032.0,0.0,2.015898,12.425289,3,73,Stable,model,0.9999,0,0,0,0.631,0.088,0,0
1778418903.345,27648.0,27264.0,0.013889,2.384468,12.850066,3,72,Stable,model,0.9998,96,0,1,0.225,0.068,0,1
1778418903.6,7272.0,7272.0,0.0,3.056908,13.561153,6,10,Stable,model,0.9997,0,0,0,0.181,0.106,0,0
1778418903.842,0.0,0.0,0.0,0.0,0.0,0,0,Stable,model,0.9991,0,0,0,0.0,0.0,0,0
1778418904.094,0.0,0.0,0.0,0.0,0.0,0,0,Stable,model,0.9998,0,0,0,0.0,0.0,0,0
1778418904.344,19584.0,19584.0,0.0,2.143505,12.678539,3,51,Stable,model,0.9985,0,0,0,0.155,0.073,0,0
1778418904.591,26880.0,26880.0,0.0,2.511328,12.759301,3,70,Stable,model,0.9997,0,0,0,0.149,0.074,0,0
1778418904.841,28416.0,28416.0,0.0,2.454858,12.677373,3,74,Stable,model,0.9999,0,0,0,0.144,0.073,0,0
1778418905.092,26880.0,26496.0,0.014286,2.142968,12.763974,3,70,Stable,model,0.9998,96,0,0,0.142,0.067,0,0
1778418905.344,30592.0,30592.0,0.0,2.720808,12.720994,4,116,Stable,model,0.9997,0,0,1,0.257,0.057,0,2
1778418905.594,30720.0,30720.0,0.0,2.43096,13.251227,4,120,Stable,model,0.9996,0,0,0,0.288,0.074,0,0
1778418905.843,30720.0,30720.0,0.0,2.242847,12.407585,4,120,Stable,model,0.9997,0,0,0,0.147,0.059,0,0
1778418906.093,30720.0,30720.0,0.0,2.36544,12.812698,4,120,Stable,model,0.9999,0,2,0,0.304,0.066,0,0
1778418906.345,30976.0,30976.0,0.0,1.888299,13.052233,4,121,Stable,model,0.9998,0,0,1,0.27,0.059,0,2
1778418906.596,4952.0,4952.0,0.0,3.302721,13.158872,4,13,Stable,model,0.9996,0,0,0,0.239,0.11,0,0
1778418906.847,0.0,0.0,0.0,0.0,0.0,0,0,Stable,model,0.9986,0,0,0,0.0,0.0,0,0
1778418907.091,19200.0,19200.0,0.0,2.405211,12.591782,4,75,Stable,model,0.9996,0,0,1,0.159,0.064,0,1
1778418907.342,30976.0,30976.0,0.0,2.382673,12.829318,4,121,Stable,model,0.9999,0,0,0,0.195,0.061,0,0
1778418907.592,30464.0,30464.0,0.0,2.306828,12.7633,4,119,Stable,model,0.9999,0,0,1,0.314,0.076,0,4
1778418907.842,2560.0,2560.0,0.0,3.481412,14.000583,4,10,Stable,model,0.9998,0,0,0,0.155,0.09,0,0
1778418908.1,0.0,0.0,0.0,0.0,0.0,0,0,Stable,model,0.9992,0,0,0,0.0,0.0,0,0
1778418908.342,15872.0,15616.0,0.016129,2.726211,12.723661,4,62,Stable,model,0.9995,64,0,0,0.257,0.075,0,0
1778418908.593,24320.0,24320.0,0.0,2.656834,12.727135,4,95,Stable,model,0.9999,0,0,0,0.237,0.072,0,0
